Am/PH sheath cells.c	Body wall muscle.c	Canal associated neurons.c	Cholinergic neurons.c	Ciliated sensory neurons.c	Coelomocytes.c	Distal tip cells.c	Dopaminergic neurons.c	Excretory cells.c	flp-1(+) interneurons.c	GABAergic neurons.c	Germline.c	Intestinal/rectal muscle.c	Non-seam hypodermis.c	Other interneurons.c	Oxygen sensory neurons.c	Pharyngeal epithelia.c	Pharyngeal gland.c	Pharyngeal muscle.c	Pharyngeal neurons.c	Rectum.c	Seam cells.c	Sex myoblasts.c	Socket cells.c	Somatic gonad precursors.c	Touch receptor neurons.c	Vulval precursors.c	Intestine.c	Ciona10	Ciona11	Ciona12	Ciona13	Ciona14	Ciona15	Ciona16	Ciona17	Ciona18	Ciona19	Ciona1	Ciona20	Ciona21	Ciona22	Ciona23	Ciona24	Ciona25	Ciona26	Ciona27	Ciona28	Ciona29	Ciona2	Ciona30	Ciona31	Ciona32	Ciona33	Ciona34	Ciona35	Ciona36	Ciona3	Ciona4	Ciona5	Ciona6	Ciona7	Ciona8	Ciona9
Ciona26	0.206626275511638	0.862496521413375	0.335043858748739	0.207606207312413	0.180493694113772	0.167530334678207	0.367016437506365	0.200479104020133	0.306781390779248	0.121414095949043	0.246899385697558	0.675975183882692	0.600153748579256	0.305149329325925	0.15506177536681	0.246551350057639	0.132392715214043	0.0788274471850604	0.218247132698944	0.151830192958824	0.265156771676323	0.352226421820376	0.674231275106253	0.251131651083343	0.597574126900266	0.320771145178717	0.467881009675443	0.249718910370176	0.170497926518219	0.0959941490617136	0.168233376920693	0.247087657573814	0.275869592643317	0.532724057554629	0.199078320181211	0.409997112965347	0.313364396926815	0.228069124787688	0.174127846053906	0.49824673304523	0.120621565832857	0.263678548036451	0.230913692188777	0.392015346274792	0.513212701722554	0.906808278103939	0.655200202742078	0.561762425396361	0.573571452477309	0.314254105740523	0.508290093261836	0.47963845027965	0.796502577521258	0.779862799792634	0.778850478419275	0.779679473928569	0.764570214166764	0.465789789949903	0.521482144611791	0.660063563348224	0.413463153958475	0.344105428044636	0.568075763411564	0.142587201078701
Ciona27	0.328770291044771	0.193889829060504	0.437010959233593	0.118802010495199	0.138616197020458	0.417022684878289	0.357015945993364	0.108790748665292	0.296452898482901	0.174045895616949	0.165318821438719	0.982371905663943	0.19562702288996	0.389863073384624	0.11036874925538	0.139654537098174	0.280441867310078	0.444535828243891	0.324899131205845	0.185536962305371	0.451792467102848	0.711938793980819	0.643618837495663	0.254219755836714	0.772914961015033	0.163669226964051	0.73335195672312	0.50304299497351	0.0375769382982327	0.0263339820768623	0.0353963568907366	0.0344997142298741	0.0941723883600062	0.360789016026151	0.035643022226323	0.790580984544368	0.131071951967859	0.220416570679744	0.482477890569909	0.862929427992247	0.322078390127537	0.0822832828877308	0.552728071662092	0.803336722917334	0.847787344320753	0.655200202742078	0.97858680272297	0.934099080626807	0.109702201892844	0.648338488526095	0.175261492129681	0.0856528136210267	0.689232505329478	0.619572381307929	0.602458913686536	0.601407875543911	0.609143818632528	0.805490957117946	0.585378051296443	0.657312938315807	0.278558814821562	0.68405500607112	0.0792997114042344	0.0483894097164377
Ciona28	0.375474730876438	0.186602700218861	0.502506695434463	0.202778528424317	0.24492167305968	0.440256362662225	0.376081250232452	0.137338780117055	0.353473709475163	0.351617289414791	0.21779433089141	0.921733355138653	0.179578716422346	0.496013570543711	0.177516156475688	0.23483674848445	0.248787075212196	0.526397962851417	0.294553829704735	0.257089513057609	0.538159893735212	0.688152590699854	0.481211231325276	0.268412742229834	0.616491783083954	0.215880058765096	0.565082744542757	0.42688091550582	0.0607374597214859	0.085868036635157	0.0542350366553986	0.0611917835295595	0.0862548533330192	0.261547032292308	0.0722773140415862	0.817025597559	0.263160866610333	0.305944981575281	0.703092785790279	0.893709843850352	0.468191911778882	0.117065814055909	0.63288910237567	0.792110649883232	0.774804563107816	0.561762425396361	0.934099080626807	0.936990559108579	0.131323092064205	0.78881666285857	0.176048150287825	0.0724970005870569	0.586367520592122	0.457809875147021	0.454510016742269	0.460212493436161	0.535920829474894	0.873212842506154	0.602948343479097	0.535092121129646	0.330622978363508	0.658790975410963	0.0943822388738163	0.0776569467506652
Ciona29	0.602391152841242	0.787436589145924	0.792636497019153	0.967345206159773	0.929054693519166	0.586687930104077	0.667604090529119	0.9292370670471	0.639609078316881	0.926810888809981	0.946029053319479	0.0349537843913083	0.873575061965672	0.346323218593898	0.94126666621854	0.94717381997088	0.611604311800782	0.385798040606857	0.481837264527046	0.917973898032297	0.3428388271678	0.133277540933371	0.467938472230773	0.765967511064952	0.173265036471653	0.927682143845272	0.268461405186219	0.257652413406118	0.75066734608978	0.887776549640695	0.74557493753036	0.810129731848547	0.694589858008372	0.407536083643354	0.866657761899926	0.120386944714352	0.967291217766897	0.946206707184452	0.444114443654185	0.154656722347955	0.410641844590304	0.955168768363675	0.280282061608479	0.145384058375163	0.237811503347585	0.573571452477309	0.109702201892844	0.131323092064205	0.948589816714482	0.346000044434914	0.896674801066332	0.883221842186392	0.48726768488174	0.540483963941145	0.667875941698607	0.50477411857567	0.61214170368686	0.232125288079111	0.263296228161437	0.559989166663828	0.928951211714251	0.177220274320323	0.863757614417534	0.752044966353609
Ciona2	0.552456018378574	0.176966818927617	0.559505438447757	0.560319508480446	0.588030905570374	0.651011890524117	0.326607278709397	0.500692208685457	0.526857945998925	0.751796061134712	0.535707319360321	0.679432172144768	0.235258892046027	0.782967688013657	0.567506433289612	0.490303445234055	0.310715074532685	0.695395694955678	0.262827266053733	0.541497285001615	0.760183160914166	0.569813337065234	0.15684307414255	0.399367632997946	0.234812586905266	0.522991348018557	0.307617726674531	0.334207987204757	0.270257861535265	0.551445381032648	0.448762963456957	0.295639951535227	0.246948162346285	0.181083904607275	0.374093836107023	0.759658318045491	0.694462845283897	0.620588734872667	0.887184826380609	0.839845896872559	0.746652371561485	0.467597187571358	0.728184172571899	0.665559610711233	0.591324453851923	0.314254105740523	0.648338488526095	0.78881666285857	0.346000044434914	0.917774016081253	0.28918799637938	0.17523673574815	0.279990175699063	0.214666143414346	0.202480836468981	0.196563034822299	0.291735869640325	0.829805748625449	0.577337282344547	0.319721501276385	0.538106154871231	0.694417767106843	0.242564308725774	0.457996755968646
Ciona30	0.612313956849684	0.739498895643039	0.583883080256006	0.552535888960714	0.508436636035281	0.574774656167247	0.843495117975141	0.784390705524668	0.742261990968099	0.493927771053265	0.409650912162297	0.083177397845034	0.87715276965657	0.841860445154231	0.570326037088506	0.512977682065618	0.877084243988225	0.371067935675635	0.802173774475068	0.448968726478237	0.816060848673676	0.525684978158977	0.567477337484194	0.895367049795217	0.355975636377812	0.616753915216231	0.63283419043675	0.852555951156333	0.760850865641151	0.783128021106841	0.861468960656276	0.62090448353676	0.639812297942837	0.556121547243428	0.779507833157133	0.118731955071388	0.762253545153617	0.503723028138839	0.354326580427059	0.179931378025384	0.323937034328786	0.848858453012589	0.261706559399484	0.172271223405834	0.205753809782215	0.508290093261836	0.175261492129681	0.176048150287825	0.896674801066332	0.28918799637938	0.968986083499006	0.858881153962268	0.627817715666233	0.666406916409814	0.697402814765052	0.660683578398024	0.686740266987182	0.154567672673047	0.456406363909356	0.627873114986454	0.387473952984658	0.257218772200729	0.901766140650563	0.797056104122912
Ciona31	0.725540261595576	0.947142126911975	0.543636902877784	0.59554143421856	0.497591351531588	0.496961690653217	0.778081568339983	0.454291318819665	0.684986816321553	0.529453117002838	0.614435613764415	0.0750203621608917	0.869678526014089	0.666001179363176	0.421955405034042	0.557483404769596	0.792149466555748	0.518562459273006	0.671494449453792	0.391526181442269	0.687906904263444	0.363890175399954	0.397711026598211	0.741932245670526	0.290828411749007	0.48939377938695	0.510350718299897	0.423166549069717	0.873468336909126	0.878377132831272	0.913946859793806	0.812849891568453	0.838398325882644	0.645565604075316	0.855393359718831	0.130557205109328	0.748670941525184	0.609848461518469	0.370619516709264	0.0868105196401234	0.593496683678834	0.842587180147515	0.323535487379254	0.121536766476898	0.216295459458947	0.47963845027965	0.0856528136210267	0.0724970005870569	0.883221842186392	0.17523673574815	0.858881153962268	0.953486598802852	0.495472017722176	0.556811922167465	0.624019848746534	0.522098895872284	0.57173036367497	0.088290656140713	0.277123344110533	0.384547279208441	0.544690982903899	0.194598255635321	0.89692674395002	0.89660291504414
Ciona32	0.156903888876915	0.565182313207171	0.327495535772705	0.134677087540835	0.177323385893045	0.152613131224314	0.533317427889697	0.262667122820092	0.193093209487062	0.128436362423452	0.258356010106869	0.792275301106591	0.414124557925448	0.220896995701598	0.141715562052612	0.144734059228227	0.270843885410948	0.23320946135352	0.34707441774104	0.151571256350302	0.130210426314349	0.631417273644527	0.768388597771153	0.234248295002328	0.763778966477998	0.215411837065127	0.651001568132524	0.795360806894209	0.33844767184312	0.160278910866586	0.227167838333869	0.287702598897077	0.339240803437932	0.646027286829271	0.238659715344001	0.366157109093537	0.179666898653914	0.22602163621949	0.122368356115849	0.501409808099854	0.0681428169249385	0.238551962795829	0.240422196236026	0.429953658222013	0.583431374170417	0.796502577521258	0.689232505329478	0.586367520592122	0.48726768488174	0.279990175699063	0.627817715666233	0.495472017722176	0.94581402999725	0.879786765132929	0.894778705918922	0.869528112982413	0.88378884627222	0.456003229080735	0.716874714446741	0.751523504205716	0.248515707100476	0.353122751443944	0.40477179356125	0.269901089624984
Ciona33	0.276225139551203	0.564895591569039	0.411974930539934	0.122234083161032	0.13346001493591	0.343768896845567	0.672059732316077	0.252543743457547	0.380383833417199	0.0656419184718085	0.209374784763495	0.801548413767558	0.511392952042756	0.255867449847118	0.120477425110355	0.105419795898975	0.426062395646891	0.182677790856469	0.533451033731124	0.197048663778197	0.186120820085376	0.520408669326478	0.91136102828241	0.373546864369099	0.884810161549237	0.193958676734518	0.731669826508593	0.693171930381772	0.451107545784322	0.201721614690047	0.431813192798592	0.38384062189436	0.496842068487184	0.738599700625678	0.33372120423924	0.28479136623299	0.0768813617557312	0.12476635966239	0.103501230458201	0.378848051078379	0.0789409214444433	0.25173326015561	0.217480576690502	0.384462544427712	0.52639707462397	0.779862799792634	0.619572381307929	0.457809875147021	0.540483963941145	0.214666143414346	0.666406916409814	0.556811922167465	0.879786765132929	0.919988569795685	0.88661083799616	0.906558324334134	0.835184501480825	0.283523711871839	0.750551270425909	0.771146672415743	0.166072752148507	0.380293812836446	0.444536259018576	0.423254331770795
Ciona34	0.214282821112081	0.637283117178513	0.404066178996148	0.184543927603725	0.167098467592692	0.26191364985768	0.798638714161956	0.253093656487473	0.286200511388024	0.111226752186277	0.259221865990132	0.675444436855171	0.611373653314735	0.230312295095031	0.176169956131996	0.15756350734725	0.443004242744788	0.210564488795861	0.54027076801938	0.238289867230531	0.161527795537298	0.452729414313717	0.880554003685974	0.312389390765436	0.864432202091292	0.244003901213676	0.707585973081121	0.846550014701601	0.497395500769597	0.240040375465002	0.411713968081852	0.427744284542936	0.477058984842596	0.703427939352576	0.384157314292349	0.307053942518286	0.209199202738304	0.236373158300565	0.0923963284053284	0.374732151581748	0.0904560775198158	0.351342446940038	0.201735231390417	0.318024394675446	0.538902450042133	0.778850478419275	0.602458913686536	0.454510016742269	0.667875941698607	0.202480836468981	0.697402814765052	0.624019848746534	0.894778705918922	0.88661083799616	0.899110751818917	0.864980160383872	0.847059432653764	0.297601038140064	0.701458120167056	0.746107377381596	0.326196941387254	0.394966671659232	0.584199481602916	0.406056709798314
Ciona35	0.355400187213124	0.479999042326319	0.450806111428034	0.116848443490531	0.203887167628434	0.267427924752622	0.685190227477686	0.248247076285622	0.498636705422716	0.109435519276733	0.194593606180332	0.843086822578247	0.48955549390117	0.257693177542655	0.149476133265046	0.154525899356408	0.420506829145209	0.213085824736258	0.448764022757466	0.262630724841344	0.182009481884288	0.704608640315179	0.844859542899729	0.407424531248728	0.892061826849228	0.162893523755803	0.815326675904117	0.671409901270425	0.410238328050988	0.204937426917836	0.35748446967986	0.387459405905506	0.479036238016907	0.722289009834449	0.334297264025251	0.321766268777607	0.129149465573791	0.18313031979458	0.105288294028565	0.377617436663915	0.106750098042596	0.334030075272437	0.291315205134299	0.389390849345699	0.551891713758604	0.779679473928569	0.601407875543911	0.460212493436161	0.50477411857567	0.196563034822299	0.660683578398024	0.522098895872284	0.869528112982413	0.906558324334134	0.864980160383872	0.934233212116408	0.838792718578543	0.313806995079586	0.754919457774335	0.823554506717372	0.14960542959903	0.35250095628862	0.259964151260297	0.348954294213079
Ciona36	0.289408588937928	0.507034385188327	0.36431940684397	0.127688587598276	0.187384055135919	0.168954597784715	0.627449873584551	0.208565311415399	0.263352867416645	0.133727202077726	0.123999218085905	0.816028372188984	0.471824625002014	0.191932130427888	0.108727105105668	0.149926671742149	0.338088784136674	0.236672361126065	0.295297952395408	0.0943475144134114	0.161919260688347	0.626229845465992	0.775582237201382	0.269057454998194	0.834213930107787	0.217852247123568	0.647369240946556	0.688826829270505	0.405352798209165	0.264561158954126	0.376908507522575	0.363058043157253	0.409954854533772	0.619977714218025	0.329798524360718	0.328132731377181	0.260747054668232	0.262284335232287	0.126820873475914	0.478473583354097	0.124056930613377	0.34949120656223	0.244939827528353	0.423553376176598	0.51193698443021	0.764570214166764	0.609143818632528	0.535920829474894	0.61214170368686	0.291735869640325	0.686740266987182	0.57173036367497	0.88378884627222	0.835184501480825	0.847059432653764	0.838792718578543	0.864966890618203	0.424986501150425	0.62782307381499	0.753034355079401	0.217408032445913	0.305941111037677	0.361665901846077	0.39069583980746
Ciona3	0.482797147620119	0.184776345443308	0.586525950134791	0.373556454579861	0.472965178160346	0.501235889205074	0.384567855253542	0.297020474679961	0.441623367910025	0.593320559186657	0.387593432017363	0.821434929964336	0.20700178867018	0.59992775065865	0.390003096436818	0.392310937529169	0.313319570159183	0.627969555921982	0.312618980427827	0.409638302898884	0.606574972935853	0.617324500534259	0.29315764343043	0.324436456377187	0.413992134578227	0.332623604379885	0.38254277816113	0.432604608788643	0.131256200997966	0.274888717665261	0.155000724497255	0.153418765890481	0.140278172371747	0.168170062126319	0.200492471775852	0.767012950218113	0.547964577325651	0.542094281032982	0.817499251734327	0.848861940227359	0.663816454263857	0.232286381228646	0.685641439698479	0.727822061393597	0.661340497380629	0.465789789949903	0.805490957117946	0.873212842506154	0.232125288079111	0.829805748625449	0.154567672673047	0.088290656140713	0.456003229080735	0.283523711871839	0.297601038140064	0.313806995079586	0.424986501150425	0.874668159054056	0.555642802230742	0.419708570504861	0.516473736639566	0.643969900586693	0.108657178938471	0.194859367195104
Ciona4	0.294440872759063	0.30247411503126	0.26623745335788	0.127401463529155	0.239686797962195	0.474524700953953	0.562287769831467	0.207867869253062	0.438797198235602	0.200847525331437	0.201561532224291	0.783197634862019	0.332709267783547	0.628076823135589	0.0954756403939456	0.133234582178771	0.268484560138674	0.374929540915786	0.306952534373505	0.22254429641279	0.497321896527879	0.722109775919944	0.623417033279255	0.422727667786343	0.586703714606862	0.188964503646038	0.615439485976514	0.570971343678265	0.282854921228284	0.230190540825084	0.348216867603189	0.256416820045085	0.286789149773075	0.455727699691563	0.237333707901072	0.477735210819836	0.149828360502003	0.147121873585625	0.556176716409146	0.58485656639504	0.233793397193039	0.115815514103731	0.430411972883513	0.470200154454836	0.371730050319568	0.521482144611791	0.585378051296443	0.602948343479097	0.263296228161437	0.577337282344547	0.456406363909356	0.277123344110533	0.716874714446741	0.750551270425909	0.701458120167056	0.754919457774335	0.62782307381499	0.555642802230742	0.627957233848954	0.557097070120557	0.11120515952361	0.453346019936637	0.248767519649438	0.337425617554655
Ciona5	0.372330126524265	0.134600419133645	0.64737906618942	0.530169503576761	0.710705669001694	0.552364630202566	0.701676569668462	0.608585283091975	0.491693919277678	0.639826366169895	0.451774037371379	0.875499802455416	0.350193411389287	0.297432926545003	0.468788394825491	0.713782049409456	0.501429195234109	0.341440910350092	0.329350102081483	0.589143850392448	0.350629477260714	0.489919039177592	0.654155634529575	0.492735883222774	0.691114768843317	0.638094342946124	0.660451272271531	0.537705030026738	0.330447810121538	0.365607575799137	0.372494855571376	0.248153547513837	0.383623914095973	0.599842239910445	0.38015024278175	0.48913011330708	0.34436245931619	0.324325222709746	0.233883124843372	0.474594978550927	0.202919327787295	0.719937163506634	0.436875156027816	0.475675596564124	0.491839600261768	0.660063563348224	0.657312938315807	0.535092121129646	0.559989166663828	0.319721501276385	0.627873114986454	0.384547279208441	0.751523504205716	0.771146672415743	0.746107377381596	0.823554506717372	0.753034355079401	0.419708570504861	0.557097070120557	0.978161148783406	0.415702699109161	0.41615058468541	0.184099338143592	0.36438762612679
Ciona6	0.67939236016414	0.766776003381009	0.760519239374491	0.953236239143894	0.947049932505369	0.633576220010674	0.547277352070721	0.911508695950765	0.724106182914896	0.954766687080352	0.928135355939908	0.0590598322719977	0.803445137927528	0.55002853106039	0.932072713883643	0.964677106498608	0.630934085801538	0.516937959692131	0.628386570234921	0.936070706416176	0.538842443452619	0.186335667256622	0.246633111265377	0.775754301860358	0.140710363922194	0.948922466903906	0.140661400367428	0.480362773332079	0.493030931357308	0.900075179843222	0.539973683085305	0.780919204071103	0.48758615112829	0.194248461259517	0.88376799768341	0.507042550507221	0.966227959285311	0.956704560563755	0.607824027505101	0.417147237234253	0.690489326647256	0.957918593785142	0.52422785777963	0.312478140405466	0.301518198842438	0.413463153958475	0.278558814821562	0.330622978363508	0.928951211714251	0.538106154871231	0.387473952984658	0.544690982903899	0.248515707100476	0.166072752148507	0.326196941387254	0.14960542959903	0.217408032445913	0.516473736639566	0.11120515952361	0.415702699109161	0.96240526525728	0.350124237968023	0.76340549250942	0.496818065709237
Ciona7	0.355283477027174	0.431774798629129	0.413147351964041	0.294564001469709	0.423552675307411	0.614494203478493	0.355334946685491	0.261033449046726	0.406966495207355	0.496447405474323	0.295037012801112	0.777772963919679	0.357632653061224	0.482868943083882	0.361217077283939	0.363036999087251	0.425526371980494	0.480732358409812	0.501573479158485	0.470448752070735	0.507847659249007	0.469365626563825	0.329278768764496	0.31774738581223	0.454921568627451	0.382571206363958	0.508126331577507	0.444083032676878	0.242885433238417	0.331124550743438	0.333859285149236	0.211689078369179	0.216948875797886	0.251246834201559	0.20867934757515	0.658799426219551	0.42689301269928	0.493826365807591	0.765562324118966	0.645340118835723	0.766576468305067	0.332032844985128	0.670629223165083	0.652063768226129	0.649294150564256	0.344105428044636	0.68405500607112	0.658790975410963	0.177220274320323	0.694417767106843	0.257218772200729	0.194598255635321	0.353122751443944	0.380293812836446	0.394966671659232	0.35250095628862	0.305941111037677	0.643969900586693	0.453346019936637	0.41615058468541	0.350124237968023	0.800600240096038	0.250571025222838	0.344183467669302
Ciona8	0.602438171936649	0.997247503840246	0.620890193379307	0.689220676937784	0.606334071837482	0.494448726427461	0.702711501226508	0.628516668684136	0.65620201837452	0.650132802124834	0.716580371899177	0.0353510176451873	0.850406713017212	0.75362080422225	0.714021021417522	0.706527463161115	0.638173901262089	0.44500162425403	0.747987521009308	0.658556070141685	0.635178266271629	0.186083624622924	0.469218465684532	0.567392456709372	0.185292997942869	0.765362025139504	0.2576953108901	0.689914550911635	0.841236922289092	0.884776110094766	0.953827708063149	0.859419668526373	0.811020415075509	0.648948341226204	0.850917245640256	0.0755632265501007	0.790971836791899	0.613743289484441	0.394421998632624	0.135459283297521	0.287652009372078	0.784934048056082	0.0749916336935767	0.0936896803445534	0.193563152182849	0.568075763411564	0.0792997114042344	0.0943822388738163	0.863757614417534	0.242564308725774	0.901766140650563	0.89692674395002	0.40477179356125	0.444536259018576	0.584199481602916	0.259964151260297	0.361665901846077	0.108657178938471	0.248767519649438	0.184099338143592	0.76340549250942	0.250571025222838	1	0.932544564678672
Ciona9	0.94267137810727	0.771713959514872	0.271774676448923	0.481417270267818	0.523537528515046	0.869035432072475	0.739564320433427	0.483681428027293	0.895158114685148	0.479846507171847	0.520920598795266	0.0803088173707816	0.705724187684134	0.852365230438124	0.478628085564349	0.461618034228373	0.967229967131377	0.887100351618303	0.900520028724997	0.3799315346023	0.93354554828664	0.477722939479745	0.29785334334211	0.860417294902675	0.329217838218313	0.480407416601908	0.582172621144329	0.735912794181298	0.94349654039957	0.952983098015277	0.963748318898448	0.899510041308392	0.919832118832275	0.831017289179464	0.925175494756824	0.278838993303442	0.531271055977751	0.560730052671331	0.605617616591541	0.155177435641776	0.738594050640302	0.641944735758833	0.417109924905211	0.223985780491413	0.125257700325232	0.142587201078701	0.0483894097164377	0.0776569467506652	0.752044966353609	0.457996755968646	0.797056104122912	0.89660291504414	0.269901089624984	0.423254331770795	0.406056709798314	0.348954294213079	0.39069583980746	0.194859367195104	0.337425617554655	0.36438762612679	0.496818065709237	0.344183467669302	0.932544564678672	0.962019871331227
