Am/PH sheath cells.c	Body wall muscle.c	Canal associated neurons.c	Cholinergic neurons.c	Ciliated sensory neurons.c	Coelomocytes.c	Distal tip cells.c	Dopaminergic neurons.c	Excretory cells.c	flp-1(+) interneurons.c	GABAergic neurons.c	Germline.c	Intestinal/rectal muscle.c	Non-seam hypodermis.c	Other interneurons.c	Oxygen sensory neurons.c	Pharyngeal epithelia.c	Pharyngeal gland.c	Pharyngeal muscle.c	Pharyngeal neurons.c	Rectum.c	Seam cells.c	Sex myoblasts.c	Socket cells.c	Somatic gonad precursors.c	Touch receptor neurons.c	Vulval precursors.c	Intestine.c	Gonad A.c2	Pharynx A.c2	Body wall muscle B.c2	Hypodermis D.c2	Sperm.c2	Neurons B.c2	Intestine A.c2	Gonad B.c2	Neurons C.c2	Germline.c2	Neurons D.c2	Body wall muscle A.c2	Hermaphroditic.c2	Hypodermis E.c2	Pharynx B.c2	Glia B.c2	Pharynx C.c2	Hypodermis F.c2	Intestine B.c2	Hypodermis G.c2	Major Sperm Proteins (MSPs).c2	Glia A.c2	Hypodermis A.c2	Hypodermis B.c2	Neurons A.c2	Spermatocytes.c2	Hypodermis C.c2	activated early epidermal progenitors.s	aqp+ parenchymal cells.s	cav-1+ neurons.s	ChAT neurons 1.s	ChAT neurons 2.s	early epidermal progenitors.s	epidermal neoblasts.s	epidermis.s	epidermis DVb.s	epidermis DVb neoblast.s	GABA neurons.s	glia.s	goblet cells.s	gut progenitors.s	late epidermal progenitors 1.s	late epidermal progenitors 2.s	ldlrr-1+ parenchymal cells.s	muscle body.s	muscle pharynx.s	muscle progenitors.s	neoblast 1.s	neoblast 10.s	neoblast 11.s	neoblast 12.s	neoblast 13.s	neoblast 3.s	neoblast 4.s	neoblast 5.s	neoblast 6.s	neoblast 7.s	neoblast 8.s	neoblast 9.s	neural progenitors.s	npp-18+ neurons.s	otf+ cells 1.s	otf+ cells 2.s	parenchymal progenitors.s	pgrn+ parenchymal cells.s	phagocytes.s	pharynx cell type.s	pharynx cell type progenitors.s	pigment.s	protonephridia.s	psap+ parenchymal cells.s	psd+ cells.s	secretory 1.s	secretory 2.s	secretory 3.s	secretory 4.s	spp-11+ neurons.s
Spermatocytes.c2	0.388278872783968	0.171806933977577	0.174701558618159	0.159692877853235	0.199783669254949	0.378767640347192	0.348714536113412	0.151637806626869	0.284012508864071	0.300961694962329	0.172416501926303	0.747837519162268	0.34569990711096	0.399886211814592	0.149430732946837	0.188425126681633	0.333567905821684	0.387095124969398	0.288782778618255	0.187418434719308	0.461622391684056	0.302773599438291	0.202551094586241	0.234517932333976	0.234770355854047	0.191250630358043	0.219064875811486	0.174707100015788	0.905528775103867	0.897588891825569	0.793790258761183	0.84684447163974	0.903460229451597	0.808632553743015	0.92856839070134	0.937131007279605	0.841830041048865	0.855455037935231	0.908234798418133	0.694944903452636	0.865216487701857	0.841017231998301	0.876369204023675	0.86650895866747	0.89738366058922	0.90085623265963	0.896823393183573	0.86610289236174	0.982411501919889	0.797437729013015	0.834601754838233	0.898631713607203	0.810171705824983	0.982885779122542	0.796492099452035	0.552181752442935	0.166808858118434	0.363046102975864	0.292304160265921	0.342495774932419	0.743573870175788	0.737130041008331	0.791669971982482	0.884542347536845	0.706227935560124	0.437464845648374	0.289743525076249	0.851522136271516	0.615314688599592	0.840688654437304	0.850438818303237	0.703950708674892	0.222988732079558	0.228895302313191	0.597961599518784	0.704138162826961	0.692325701225569	0.715232626085989	0.624151888669365	0.628760936781893	0.631267434548716	0.790056307223296	0.707195597099152	0.692363685984044	0.354660704584634	0.579541908105691	0.636565997549286	0.470872512577893	0.526497410169808	0.224518075128153	0.251134763864057	0.646122199356654	0.275832644206277	0.436628159647201	0.492783443056147	0.639281792095933	0.234274721244344	0.458509571432793	0.483675487792673	0.626277431938077	0.741206595004406	0.708452804022874	0.742554876830417	0.763092356800868	0.557598179007901
Hypodermis C.c2	0.459492179356149	0.268613387314466	0.320544574881265	0.490445278679741	0.433371858027843	0.414820822701295	0.281662431801457	0.519044794639056	0.516572497257833	0.585215898090628	0.476765919811857	0.228060912978407	0.529366575709122	0.479773075466629	0.468891294672667	0.46849568044899	0.509780529693639	0.40151245838538	0.413676483103864	0.484187171354282	0.521259071497753	0.341841792984647	0.154511218692807	0.518052050030849	0.108502985818667	0.447007610524289	0.233194490626656	0.0707628643396905	0.799945881829242	0.935390428211587	0.918873695573947	0.768136020151134	0.868358423551815	0.896267642237416	0.938779479197828	0.793109176540635	0.874445909128634	0.853950209276339	0.902829018389803	0.774889262529201	0.905109909534542	0.939810325562016	0.793662683156253	0.869781506663384	0.871937287002832	0.849472256243307	0.940636647666714	0.921764564803304	0.835141229372323	0.920325398114824	0.94472430100299	0.92582772214269	0.921594389332978	0.796492099452035	0.961281036344009	0.551067303971158	0.369637552225113	0.668440421793159	0.626392703684367	0.54681631949655	0.624054822868697	0.601924603556115	0.697383134228962	0.633830359674856	0.621416623913227	0.756107112297523	0.621125690558548	0.613069975625819	0.526642928992233	0.657489892713516	0.850638962409548	0.712656812768764	0.381396715565633	0.403965386856974	0.594264640894855	0.601250144493195	0.702913916740271	0.679303049623945	0.728094046551529	0.535013241846902	0.550029879204425	0.552022452896929	0.68983977050098	0.679227680283103	0.249349486979735	0.619218685287907	0.61971367356198	0.639737342589683	0.665169503112392	0.499038025261295	0.540548959594142	0.601195291014505	0.418616530948605	0.735682643551724	0.350873287776063	0.476254383432506	0.253054594792823	0.505100415552507	0.708683947849074	0.649782345293688	0.574883260568386	0.287066407761717	0.725953325819658	0.663503127065156	0.755149347859044
activated early epidermal progenitors.s	0.503046994023204	0.155806482778463	0.452147844637945	0.19965945283987	0.189112298056003	0.447092275054301	0.348279552332535	0.193629869802498	0.401429708050531	0.187101381876163	0.291091722520427	0.766927118388057	0.214320238976538	0.384650629054574	0.182506543951844	0.19470227226618	0.387302604664557	0.520800501916902	0.372752059962512	0.368511297930615	0.528389378548189	0.803273101046378	0.514473967843376	0.435686585454903	0.626777512596722	0.303021199059934	0.719614879388584	0.22607625547208	0.794237206189965	0.67378502515497	0.732826810920176	0.715116235648767	0.629115350406574	0.733674834229773	0.526209149265526	0.850795094123123	0.539265692502375	0.661889393294557	0.383323875727054	0.350051263861536	0.491193195252282	0.633673216059015	0.7544237953374	0.650361753440204	0.74345586776391	0.604404956491341	0.612251159758506	0.29310581438195	0.630936364175513	0.719491904392294	0.7239463785012	0.425382855131139	0.76493616590223	0.552181752442935	0.551067303971158	0.964622641509434	0.213121514989404	0.161377367441194	0.276855436797906	0.255791662112372	0.664455189278725	0.708232340898335	0.219035594360647	0.467853795897967	0.707529992672175	0.163274374823545	0.284603124499849	0.390566037735849	0.633967100157042	0.561346503982106	0.432838132910442	0.389951914366659	0.177460987460419	0.211870504219237	0.427180196763722	0.84339490318769	0.774155767581475	0.67497399383026	0.68056691372542	0.724300043202908	0.741000394937671	0.776471810952542	0.758804282719377	0.778520240302468	0.634188999342023	0.608254716981132	0.721282409647189	0.4745957709736	0.309279255983165	0.294523781819484	0.321794299123309	0.473295712527263	0.151882675887772	0.208715786484488	0.260648874701288	0.540696965349021	0.208207817742343	0.126152049078004	0.215850965208856	0.57911594643944	0.383107255379328	0.346462264150943	0.301179245283019	0.533133653777172	0.291165107676987
aqp+ parenchymal cells.s	0.898383605520412	0.768120076725523	0.624360894889848	0.732539433862289	0.663224376577329	0.841998710757187	0.72524160123865	0.732174864086588	0.970847539558452	0.751210550953186	0.748563319296451	0.221281129788228	0.738310819894931	0.630105644028267	0.779536892841084	0.747815841893271	0.849381207102774	0.554949682696246	0.78210584680801	0.646874395381152	0.784048268585633	0.548628877816752	0.323189276480107	0.871303397436803	0.199708590752529	0.734437339798318	0.423007306894156	0.842210965838341	0.104673985718998	0.76344070441067	0.207280699164124	0.150520894852067	0.484613077973019	0.168584651515725	0.640326026023396	0.13227076791353	0.733911890681362	0.315723947272762	0.571268940480973	0.789193754561651	0.83136825843234	0.30429759991582	0.145167427155675	0.806420990453232	0.354677463305099	0.389350212614451	0.417055756753997	0.849545173813064	0.27150701883807	0.194534323960685	0.296385437916279	0.71557383543492	0.155175851865744	0.166808858118434	0.369637552225113	0.213121514989404	0.973214285714286	0.729758977587588	0.706205625699956	0.78764341165533	0.416422821639704	0.268572791712105	0.908433550862984	0.695365547386742	0.209664922665673	0.767187090428522	0.947467596822816	0.888754475216559	0.326997228119005	0.592575723642483	0.750886314848781	0.914474817871058	0.568785091292104	0.674093830819338	0.260652399846451	0.112804564380147	0.226044523754447	0.119642027855754	0.213878359624743	0.148895912148669	0.0919079901925954	0.186319973696577	0.161342087725675	0.148229838825468	0.233009209486329	0.319164343326269	0.191538737561144	0.295662560314104	0.75058880462097	0.752004683306467	0.631708562588811	0.628807469586168	0.968347339618288	0.944416874806689	0.908553488712474	0.276838037118891	0.944264357546326	0.880930821512576	0.95939108059497	0.415410201879323	0.57955154482379	0.591362189049608	0.623698972243369	0.335707133113019	0.718068076350267
cav-1+ neurons.s	0.792355671924009	0.695223348344897	0.910846259701341	0.960582168591298	0.964723204667497	0.693467716140431	0.532609270016214	0.96795868777403	0.829624168944686	0.947011864615327	0.963205666135792	0.04296039165712	0.722693101767903	0.754403136443416	0.959577002551073	0.963463591081594	0.885540567071607	0.854782898255972	0.852743666277208	0.958249327956989	0.652212793004485	0.381746335919491	0.143650181846932	0.912853177955707	0.147041291452293	0.946669347183508	0.281583549508002	0.505840422648126	0.132474237738098	0.444163386895345	0.204716755272841	0.15995195226055	0.523066878097896	0.206481717997373	0.234647215862637	0.20452333187453	0.536367462430969	0.214337551659034	0.529752185254407	0.518724186662464	0.613266503545391	0.192567430197886	0.155758228588549	0.63519076985633	0.287890178484045	0.296856961200815	0.36511708383258	0.842865549510224	0.350497438571587	0.235617440344312	0.206998314124948	0.399219110891627	0.23585991638963	0.363046102975864	0.668440421793159	0.161377367441194	0.729758977587588	0.973315939278937	0.972013822621472	0.971298501405165	0.408372598932651	0.265952302492038	0.831863285028094	0.58099536118656	0.192320872602664	0.973363555068637	0.779797564415082	0.681580501951237	0.172203964829611	0.587183834953757	0.713056969945756	0.241889112990824	0.830902573551061	0.8439885135373	0.467136435389432	0.112725841774503	0.241683018515324	0.133324660355986	0.149285640266646	0.276284811885522	0.155315045312042	0.198641437597915	0.162038455167013	0.215385824135111	0.194613569866243	0.460642968386381	0.235018676746398	0.936169423657916	0.959108988891001	0.937084914611006	0.934615515927779	0.281002827757355	0.59615804052433	0.619592744335918	0.896852682014327	0.412889878139407	0.670889838310579	0.879211496934892	0.759474717228553	0.429969165085389	0.829281309297913	0.847773978733307	0.627836230353371	0.672883041969394	0.957003256746437
ChAT neurons 1.s	0.836767478435838	0.736011392627733	0.936147226157564	0.980804025449212	0.9650703742375	0.721201561839956	0.67741169438249	0.965949360184724	0.821088890381233	0.968749159286894	0.978943836828121	0.0166004819705808	0.844620185984564	0.743176097928463	0.972152635298045	0.980572453746866	0.897265331566917	0.87314054745304	0.886472911122188	0.968267527503263	0.650626270704692	0.245009128386846	0.183023403671245	0.924678401542334	0.142734427321049	0.959951070126907	0.216614208596538	0.509447719193445	0.112683381035615	0.520499705563078	0.224509834170075	0.127154274662501	0.544843425101955	0.212479511591208	0.311520303620206	0.15214750413711	0.636186068387719	0.30536761581217	0.241768136622867	0.378523216537025	0.646519749518304	0.206346188206547	0.136934249158542	0.613506339306841	0.350981905983574	0.426150716521153	0.282128485358095	0.741283529340253	0.339277296947401	0.215548163767034	0.170187082335176	0.323457440106443	0.264937197841524	0.292304160265921	0.626392703684367	0.276855436797906	0.706205625699956	0.972013822621472	0.983582209377007	0.97948971477349	0.340499484547312	0.293753007314208	0.635071071949767	0.325947794135072	0.182028662351559	0.976861003454222	0.87291819513831	0.723823329819076	0.152206620549512	0.393362408620555	0.586444847467671	0.129838189019842	0.879556191133425	0.87828297942114	0.471347034508074	0.130040586554465	0.162265720791732	0.147074722032963	0.154712747511467	0.289497397410585	0.178994081830934	0.192725077826357	0.16123027341958	0.189788053949904	0.451302988025862	0.324645241817234	0.244714347971145	0.950970638851585	0.973866004555316	0.950370122565777	0.949799658434052	0.227236325894133	0.475412609473469	0.462493908841971	0.812118543852812	0.269788041739623	0.641953193405222	0.844013877810194	0.672326589595376	0.42914447850742	0.870646535387105	0.915367148968141	0.793940784769937	0.621007696139842	0.965149616943819
ChAT neurons 2.s	0.837829820818579	0.669651554048065	0.923455854255516	0.972767932502469	0.973167574295836	0.777548890764298	0.724869324908451	0.963942122469377	0.860802868499527	0.95976388808093	0.967599604826257	0.0208555128917532	0.774670658619299	0.771039553567827	0.968541058372258	0.975069447811969	0.908707460077922	0.897948320652723	0.858931045837629	0.959804616935977	0.745832520958355	0.379307326418751	0.196004042212797	0.93799309136733	0.219343035988646	0.950206424809606	0.319942403531717	0.616430948521288	0.0892546901589502	0.56153831904781	0.189238113832246	0.127229417311131	0.491801307506393	0.195812933958507	0.332096627324728	0.160241093749915	0.658072539655458	0.235078259004555	0.242240624844358	0.291270040114177	0.546081352460862	0.146616794056712	0.111988838599395	0.544014887074693	0.286957963160184	0.494044102011344	0.269638536047086	0.630687984018265	0.437486843888412	0.186562615284037	0.187768042614164	0.258589216828157	0.222377969043367	0.342495774932419	0.54681631949655	0.255791662112372	0.78764341165533	0.971298501405165	0.97948971477349	0.98364742978661	0.435996362423698	0.279951027994193	0.81758843485744	0.548694640859995	0.170472193695344	0.979028885051267	0.829435524865578	0.675668028573761	0.165884776041776	0.552573767422064	0.726155133454485	0.194436875067458	0.846730878016411	0.861846447165799	0.409210091839309	0.14388801368565	0.219040391540987	0.177801673120907	0.181229728532299	0.301957888512985	0.142514362864514	0.218967327427563	0.188466476590881	0.223328474520258	0.519231408534897	0.364667573374878	0.286088752529454	0.947374370552751	0.966483266225144	0.940563184850235	0.947041481814182	0.205694710738695	0.449893964682954	0.530219601486786	0.907711924136672	0.343162979073651	0.717904675163916	0.918744021151729	0.747812520060346	0.457506177384081	0.870466799152156	0.920170429782459	0.794433273931493	0.519951702634105	0.957027531614971
early epidermal progenitors.s	0.675388274996173	0.320917305678579	0.519402260689238	0.275421624174966	0.277233220264667	0.600076071286904	0.709666917670219	0.293079624372843	0.619839635598173	0.363566165297	0.27911201879871	0.678489632011078	0.488834450077329	0.481377144723792	0.272762867778008	0.280754691390417	0.504676748242145	0.665393721138957	0.431253375897307	0.257403400340035	0.588108301777419	0.615986924346573	0.512582903589707	0.498727266168267	0.489450336428481	0.27995824164428	0.45717358158382	0.493028056695952	0.676464386079676	0.774507522607518	0.591117472680958	0.594424079531391	0.857915532718312	0.614508325195517	0.83793535215303	0.785294898816986	0.81327522740905	0.571372064293777	0.538909979419651	0.469885519181549	0.770688444120115	0.597665237247973	0.621242856322923	0.68569351404684	0.615386870985466	0.743046487516468	0.86267306827691	0.53789084262663	0.584530300669886	0.602654620251648	0.690163119092888	0.598359258452021	0.600664406564092	0.743573870175788	0.624054822868697	0.664455189278725	0.416422821639704	0.408372598932651	0.340499484547312	0.435996362423698	0.913906904666246	0.616641026639663	0.738074809698575	0.896301580719187	0.447240059251409	0.414646968019309	0.246371263550582	0.578592849353482	0.49195207830937	0.887260970284654	0.907868603754916	0.617104695013632	0.28691718697192	0.326019425904652	0.386523345152043	0.482084937385062	0.562675177475388	0.419513021101335	0.31421150159105	0.361957952337634	0.368164836730614	0.522119404997594	0.421419244676577	0.425803675569304	0.216878487777891	0.411225766108652	0.460697332901167	0.405236756349295	0.558704909564741	0.384263359272609	0.417315118701218	0.511188794713192	0.344130261411826	0.521097346328608	0.82095857589915	0.691506572817347	0.374522633755614	0.589336917551613	0.520933343127256	0.443185767483421	0.713114398061613	0.685334168841168	0.547623314242273	0.729868441395107	0.551680474547336
epidermal neoblasts.s	0.486671337272704	0.294652894198582	0.462000915803687	0.279647403276461	0.279313810864893	0.475567269910641	0.453220033977518	0.305732170447766	0.452939347356711	0.395554014580195	0.29791569660277	0.752351458162202	0.394212999343828	0.342742195925749	0.284678912768474	0.291936326672999	0.343534035133149	0.532525957856324	0.33362117048896	0.334104478869854	0.458120517868519	0.581871107269117	0.498555162492232	0.404211229646014	0.587015185307837	0.371039382048393	0.464040383473904	0.362682438494319	0.74928619145267	0.701298262733863	0.665288103387181	0.678106776148266	0.693971865380151	0.690083984268987	0.635050562117609	0.764121507841617	0.655369321979892	0.616913706020777	0.629682149074978	0.501745873146424	0.678878493944786	0.597516214199621	0.716015707206949	0.554672104880522	0.595829045503916	0.67499854266132	0.647769244515628	0.473937699078607	0.701397620116749	0.653619437338359	0.680839912501305	0.611275403701754	0.694326429025409	0.737130041008331	0.601924603556115	0.708232340898335	0.268572791712105	0.265952302492038	0.293753007314208	0.279951027994193	0.616641026639663	0.671210468920393	0.332385889805808	0.573652521900525	0.556795289874382	0.337983005745588	0.161302324816509	0.382988132960227	0.552038535611005	0.53071578855164	0.509238031702981	0.381824901739377	0.165470691961196	0.153328936070951	0.340005686192616	0.722548227584078	0.653302294344756	0.568399755774948	0.559695746743651	0.516725277256801	0.611064578971884	0.630053210112624	0.630069974554707	0.66165528614923	0.434265977653229	0.53234539927162	0.637766174900399	0.406046741715993	0.339216784204266	0.265941180091835	0.269031130553077	0.449707395947371	0.27187817572897	0.33238037977776	0.326484174168665	0.502094520070821	0.293602094023866	0.250963861568813	0.343412279052144	0.453203535785159	0.46271958980588	0.381583326474764	0.348844416781548	0.522555598517235	0.347328083678594
epidermis.s	0.92364869939002	0.507853128211508	0.575767729016064	0.750492240120527	0.869929360172159	0.749540607064868	0.756929722030929	0.695353521433188	0.931933259028747	0.590487064379271	0.721754050288295	0.186536929295894	0.609438388574497	0.913197695802215	0.673174136941415	0.730803720435243	0.952531593658273	0.844082506721986	0.867444243717251	0.598143729909316	0.90230880510951	0.739564922931944	0.277702903071756	0.926412451238051	0.213922649199274	0.636631343135852	0.482525791995615	0.910374418539388	0.172531433119177	0.695105425818943	0.30681256694046	0.213645222463148	0.710039148127265	0.215248119672526	0.903300526433747	0.409561359094448	0.822158827785182	0.369379094823975	0.838829344133974	0.741574626129704	0.86751621173277	0.39909426144157	0.268376109806512	0.905694034513217	0.468748131748721	0.582605960835554	0.492935240173217	0.915713589486426	0.696070275555121	0.331988111170452	0.427242458747742	0.844300886554662	0.260720542612004	0.791669971982482	0.697383134228962	0.219035594360647	0.908433550862984	0.831863285028094	0.635071071949767	0.81758843485744	0.738074809698575	0.332385889805808	0.997835084368036	0.923932624847253	0.19819799195888	0.847691817892391	0.905720066698654	0.957103554330132	0.353627708760764	0.926894186936755	0.957274753263292	0.739328000561154	0.617676994336642	0.647497518140865	0.266110331451026	0.103859925366233	0.210966804506382	0.213848487379597	0.21025133187767	0.199702159322238	0.180519547283348	0.173384813663392	0.17877518533679	0.178116287383165	0.146862015584824	0.276274531005028	0.259349781540167	0.284953860809371	0.669049242923491	0.737930856632637	0.716808305114179	0.31001174944086	0.891821231615965	0.945707404608601	0.989343220555745	0.647092528837901	0.841476763255117	0.96497827531357	0.936448620059515	0.629084948441588	0.734997276940169	0.794874769482138	0.641315859028191	0.379769587317497	0.753123401211246
epidermis DVb.s	0.810818674291377	0.342994312859886	0.539889731060153	0.343639923052018	0.301766689275107	0.596704295149662	0.720135192505209	0.319154850223942	0.793269245382666	0.292603574487261	0.383047555147402	0.539401352489044	0.57249148227531	0.560793152345681	0.338288170240556	0.312000624993642	0.789900329273924	0.789030054864072	0.6479928493424	0.390875569678844	0.744743641534396	0.717844751675326	0.446183882920825	0.738015098550282	0.391164278944582	0.392624888420066	0.487083837307242	0.574160711769561	0.583081962946372	0.820433644957808	0.591912379744965	0.500796298635223	0.776205934601399	0.585170638131293	0.779463977005467	0.713181581577018	0.829406525804681	0.502533652010822	0.421888745041411	0.40318135010004	0.766384919251772	0.503947783365699	0.551097943534333	0.620243074573852	0.509131625536697	0.82800560822312	0.73583222515893	0.321514390791485	0.810348448565008	0.53836525431479	0.608610588044562	0.51980893006398	0.569458669598091	0.884542347536845	0.633830359674856	0.467853795897967	0.695365547386742	0.58099536118656	0.325947794135072	0.548694640859995	0.896301580719187	0.573652521900525	0.923932624847253	0.950047303689688	0.427383611278483	0.607523078809062	0.3925281570643	0.708244899234216	0.453038004596279	0.907487704742313	0.927236865131322	0.772676127005291	0.34767280612948	0.408173399085589	0.348994186978358	0.348031847832764	0.502998468602773	0.340609857873097	0.18273345346118	0.360565963165914	0.207051123421684	0.438149227134838	0.285327972248502	0.362849571076756	0.17754247300658	0.306138099998215	0.343450882278452	0.373568497102302	0.585675320529444	0.491376815626913	0.634453421394646	0.475384578536561	0.660867463881851	0.729058933580644	0.938957829967826	0.689245425211608	0.527563749183717	0.81813841649781	0.75364814136299	0.546106971414928	0.788169275400825	0.839809178700844	0.615069125863515	0.744737059832872	0.534884353401809
epidermis DVb neoblast.s	0.41477867479706	0.296019791683765	0.36581172439645	0.151932182601676	0.202352868039901	0.336655330891781	0.4204660122961	0.146803756577538	0.353053908145588	0.277362296780423	0.179841986739145	0.806963760020036	0.273764564925027	0.317612605068816	0.158419337737322	0.171265042927975	0.286568449004399	0.344183192308701	0.289902664670284	0.216183793794115	0.33660616630137	0.621001546484594	0.565385146157874	0.339158635452255	0.645730617519238	0.209513398104544	0.633173357282614	0.398987830464843	0.797461841615942	0.499294730870272	0.727678832298997	0.744316140375789	0.499633478478548	0.781623868566276	0.585842449214109	0.732543789898805	0.442163399537281	0.707280749447358	0.657670379347729	0.50004006748245	0.495112429677255	0.681311042939066	0.696547543714402	0.468350846409337	0.507182060176156	0.624341656936577	0.585228201267389	0.576234583689391	0.687588996606004	0.742638642375791	0.727232926668945	0.647912968354218	0.768848768456721	0.706227935560124	0.621416623913227	0.707529992672175	0.209664922665673	0.192320872602664	0.182028662351559	0.170472193695344	0.447240059251409	0.556795289874382	0.19819799195888	0.427383611278483	0.715076550471412	0.183820109442044	0.220905322022162	0.266020232303467	0.636466673857857	0.419355242821095	0.317152746057132	0.291513489649304	0.15419930160338	0.159425360657289	0.392298777793661	0.806254830861637	0.741539518039577	0.672628795251375	0.69085524560952	0.675150803053682	0.707684495023142	0.72617963529223	0.74324396609839	0.740893322924165	0.635921976295715	0.711033251840524	0.71814602800965	0.362639142918553	0.171231931340114	0.15949069427459	0.179495357956347	0.472280918565952	0.234094490607855	0.215552287864372	0.20600301859014	0.504492713143672	0.246972177094382	0.230348679372946	0.184369990931351	0.52175799471888	0.240293838006699	0.246910440599739	0.334232528687046	0.362377628765651	0.270228133016681
GABA neurons.s	0.876122709333298	0.551188941732499	0.898268585025845	0.963376732269824	0.977074005662146	0.827438677707306	0.610709043255981	0.97387083941841	0.842259993720276	0.956432307485619	0.966861304280749	0.0387972015246627	0.756392995883868	0.7149520664352	0.965091394221882	0.969758289172341	0.896885930645558	0.903062895710426	0.871658409999803	0.956650770634994	0.66974216347474	0.428984767590495	0.134397240964969	0.919100581599696	0.172447083398129	0.949348012909155	0.221060786494666	0.568937718516454	0.14182617707977	0.725432568981969	0.282944661941869	0.170902882960724	0.720282777243423	0.298598379914746	0.459439209971281	0.242517032244135	0.706098797238919	0.26415082596654	0.360021412174179	0.435543994545905	0.67034874674748	0.215495998831846	0.147925149550093	0.642979224565712	0.351660720944518	0.664857832753588	0.403983657753424	0.764033514455064	0.437161399552567	0.304553676542279	0.266189685738826	0.388257807054811	0.354580774563088	0.437464845648374	0.756107112297523	0.163274374823545	0.767187090428522	0.973363555068637	0.976861003454222	0.979028885051267	0.414646968019309	0.337983005745588	0.847691817892391	0.607523078809062	0.183820109442044	0.984081502706144	0.777177915988143	0.671851891898386	0.176494479245049	0.60013528291327	0.767653613498886	0.208125085223674	0.821936456427429	0.854274476636065	0.389080758723641	0.13797444969462	0.214855711484472	0.183893976150096	0.206727075785576	0.331184683896135	0.151372733643406	0.243350081576662	0.191964001455405	0.226647598975327	0.49886230004732	0.344573894865834	0.232258827207357	0.939667517079528	0.964562491085341	0.944752212127418	0.94920791909062	0.213832538648468	0.565995650163881	0.603210397812073	0.882506120647164	0.337884510394234	0.675011170341313	0.927354229896804	0.733435917926804	0.454062531904958	0.880078906813056	0.914251109789575	0.747090669357794	0.603206563384067	0.960913142617433
glia.s	0.858106454787048	0.802278195543209	0.503212702389598	0.859770413208833	0.855786883779271	0.692629583668096	0.578026075871267	0.689476659885904	0.848148619792216	0.90696143272108	0.820696531297759	0.0325382642472147	0.742149000593969	0.907436008153063	0.865495460671512	0.887068951866265	0.837040548577181	0.700014799456414	0.763315377932026	0.793569162790226	0.901101940360221	0.222389442423854	0.152213450614656	0.800345837027846	0.126209861699801	0.810724659844303	0.150858824769245	0.857262375060518	0.0697353793829533	0.426691671310241	0.287063556314204	0.0938017187611815	0.695732064419354	0.233445519632247	0.967923194055338	0.108049100941263	0.773341907168335	0.371530617306697	0.970668719395095	0.91407721400129	0.82541621490106	0.700021377666598	0.0855122608595003	0.885881763787414	0.234499841184963	0.353200276380641	0.821179224067015	0.943923779165449	0.687076437873464	0.281206126631018	0.447538304506827	0.941683774942385	0.269366210034905	0.289743525076249	0.621125690558548	0.284603124499849	0.947467596822816	0.779797564415082	0.87291819513831	0.829435524865578	0.246371263550582	0.161302324816509	0.905720066698654	0.3925281570643	0.220905322022162	0.777177915988143	1	0.984201669837996	0.306121184472302	0.317472129544968	0.51485413345312	0.92320486813802	0.785654642676036	0.822333339807008	0.340383004553483	0.0792228544026023	0.153324300973924	0.156362236286164	0.168982884463229	0.140423806950843	0.243197380322814	0.408652019092221	0.155229343386742	0.133742668632796	0.254948162111216	0.270467741361834	0.207596953067683	0.276660784154694	0.889219897232878	0.836535439249428	0.649190866011672	0.771455342877097	0.985967317594388	0.909503138741753	0.86961677466598	0.185827587504435	0.991625197331786	0.938145523804094	0.936414009547348	0.303545344515843	0.705513599286055	0.849824613661018	0.469890678071595	0.342017941679239	0.723845428840716
goblet cells.s	0.6868826975436	0.692218419663506	0.427537879866934	0.640208258710321	0.789657757463819	0.775287226173117	0.218111621808405	0.706130027350298	0.655573912902283	0.708197512691932	0.719956953673954	0.0802041874373256	0.546056993518806	0.947845738690507	0.626559779227844	0.623985278454047	0.872562061368968	0.397049612161765	0.813124470737115	0.536596862953946	0.943041013042504	0.277175073319853	0.122253816697099	0.743094354438444	0.0199750865447182	0.674767005394913	0.149108749303399	0.90142254975053	0.236060556396773	0.878330317679089	0.283259469606958	0.34623999402527	0.713937646589625	0.231772626805923	0.995884481321512	0.372417432533368	0.864867365969573	0.393023242067433	0.949239253794865	0.949779415397864	0.950407859270819	0.741871187402468	0.515619827871566	0.887981155719487	0.636931576610198	0.66398926219518	0.952714449032039	0.964848688126529	0.826711273591966	0.299566591923238	0.502059974107382	0.975465636863029	0.237744276685277	0.851522136271516	0.613069975625819	0.390566037735849	0.888754475216559	0.681580501951237	0.723823329819076	0.675668028573761	0.578592849353482	0.382988132960227	0.957103554330132	0.708244899234216	0.266020232303467	0.671851891898386	0.984201669837996	1	0.653751556404412	0.843008783371403	0.895098529491269	0.907021194311551	0.623673998452357	0.572362596349277	0.242241949726993	0.156010148804661	0.211204914713169	0.221411148575938	0.349797408852543	0.253164239738314	0.36300317434865	0.233949643962205	0.25831311769991	0.275398534918384	0.258358526132342	0.230896226415094	0.385878024452448	0.202720829294336	0.709843688697079	0.722876910959149	0.543290511244521	0.591800136214395	0.949529506735102	0.983271955321486	0.979227895281235	0.501212425568549	0.944790802337747	0.902847130577451	0.901825974600405	0.419650433210411	0.929913671189718	0.899764150943396	0.916037735849057	0.646901678743095	0.844856667792933
