Apelin cells(H).z	Apelin cells(P).z	B cells(H).z	Cardiomyocytes (Atrium)(H).z	Cardiomyocytes (Ventricle)(H).z	Endocardial cells(H).z	Endothelial cells (Blood vessel)(H).z	Endothelial cells (Blood vessel)(P).z	Endothelial cells (Heart)(H).z	Endothelial cells (lymph)(P).z	Erythrocytes(H).z	Fibroblasts (Heart)(H).z	Fibroblasts (Liver)(P).z	Fibroblasts (Pancreas)(P).z	Granulocytes(H).z	Granulocytes(P).z	Hepatocytes A(P).z	Hepatocytes B(P).z	Macrophages(H).z	Macrophages(P).z	Microglia(B).z	Monocytes(H).z	Neurons (CNS)(B).z	Oligodendrocytes(B).z	Pancreas duct epithelial cells(P).z	Pancreas endocrine cells (alpha)(P).z	Pancreas endocrine cells (beta)(P).z	Pancreas endocrine cells (delta)(P).z	Pancreas endocrine cells (epsilon)(P).z	Pancreas endocrine cells (gip)(P).z	Pancreas exocrine cells A(P).z	Pancreas exocrine cells B(P).z	Peripheral Neurons(P).z	Radial glia(B).z	Smooth muscle cells (Heart)(H).z	Smooth muscle cells A(P).z	Smooth muscle cells B (Endocrine pancreas)(P).z	sst1.1 cells(P).z	T cells(H).z	T cells(P).z	TNFalpha cells(H).z	Undifferentiated cells(P).z	Unknown(B).z	Unknown(H).z	Ciona10	Ciona11	Ciona12	Ciona13	Ciona14	Ciona15	Ciona16	Ciona17	Ciona18	Ciona19	Ciona1	Ciona20	Ciona21	Ciona22	Ciona23	Ciona24	Ciona25	Ciona26	Ciona27	Ciona28	Ciona29	Ciona2	Ciona30	Ciona31	Ciona32	Ciona33	Ciona34	Ciona35	Ciona36	Ciona3	Ciona4	Ciona5	Ciona6	Ciona7	Ciona8	Ciona9
Pancreas exocrine cells A(P).z	0.295722683861337	0.955383513599631	0.18969642276015	0.361423513188751	0.471536013203005	0.188295651885603	0.185606608661219	0.859202507838519	0.184401466988137	0.861412548486386	0.296900914637891	0.306181331026987	0.937813682023338	0.897112093174033	0.36591139710534	0.916952536913671	0.945057611559813	0.911576830786979	0.142940383803309	0.831873174076845	0.133907686320764	0.134356367577541	0.00691361674773649	0.059553350018538	0.875675812015433	0.351848735593945	0.237298488474346	0.148999612299398	0.537652758783071	0.647942618505845	0.999984352567939	0.944907378332173	0.695264576763475	0.345715705871421	0.172085680769101	0.80014936883596	0.637405618335793	0.205807461833474	0.125825970854794	0.848838480471545	0.238961904220263	0.63271748367468	0.275442014790838	0.423752464415155	0.752427622523249	0.45289131671446	0.693431240165132	0.556628527113474	0.789184127824527	0.552819556642925	0.614711938220883	0.432606453319685	0.282897932170208	0.206498155245311	0.757542619371285	0.354429799701613	0.819161726259353	0.254079870915413	0.864857079960158	0.505612620027627	0.164601726592715	0.189275082355347	0.207303074245571	0.251199164312129	0.247694081676066	0.587615437990554	0.40039835352307	0.877419533119777	0.738465502908057	0.393735767407995	0.49550088275962	0.355490860894569	0.691776398703718	0.326657664712441	0.723919220592937	0.231253711476716	0.418334612044352	0.511067486223932	0.726460963768875	0.853538452277735
Pancreas exocrine cells B(P).z	0.1322324537262	0.629205243097811	0.325625642588979	0.499885648896206	0.349760608428743	0.322722024362976	0.173891236134909	0.437866795880943	0.443016555668912	0.517533193359818	0.359308030646335	0.402454745320258	0.55886641958071	0.586669641322413	0.35365041632779	0.682122968580052	0.861253017844977	0.533579758030595	0.449445048043635	0.602597502425038	0.236910183555847	0.347079255304662	0.199216283793515	0.160579335848904	0.702607657079568	0.598668580435031	0.55056844086202	0.270937012999772	0.522778286661533	0.643370876230898	0.944907378332173	0.927575214186093	0.280476152782072	0.209503864491515	0.36770697441719	0.290892110137426	0.242928747734373	0.552050193547678	0.237555499915369	0.585630852372183	0.392255276104648	0.672384528803234	0.245631718882729	0.220096736161597	0.34601388276288	0.169466524045057	0.29752862412598	0.351746982493575	0.301797580153549	0.600778812357701	0.296273825016776	0.76270316008356	0.15515793671555	0.19438727818335	0.413518818047927	0.888053296703918	0.469194171535742	0.242538544613272	0.355718760133568	0.622359313551626	0.490125242193499	0.533262272115698	0.773665491434527	0.831110507231653	0.155871666645948	0.776127253676824	0.213285610604157	0.323672945130362	0.723212347599473	0.569842990232515	0.594044658390275	0.48049458497499	0.71139690979344	0.814255004162108	0.529960513107516	0.348276561531279	0.182329937422477	0.400944781678362	0.439359201634056	0.380802126279649
Peripheral Neurons(P).z	0.706978603302116	0.718087056078255	0.399362637554553	0.218439651149233	0.125463018151267	0.586848961036316	0.582096801372013	0.631549822919298	0.621844989013414	0.479514618444085	0.238375630806259	0.638719006510403	0.711936266284388	0.523118767897747	0.380405989132108	0.495366442948442	0.277086438997119	0.621410066207636	0.38850712832501	0.336206554908255	0.438944067526026	0.3582763105717	0.62317836979461	0.65315146241326	0.511749523433199	0.472308456410283	0.47413435800898	0.513298546792784	0.605191721925386	0.408651369238695	0.695264576763475	0.280476152782072	0.816510125629136	0.623641454834658	0.519445269543629	0.696058329593811	0.582833660538187	0.521931648295597	0.374362660558898	0.549139485623846	0.447905322395276	0.786805461851169	0.605317215290233	0.613978982617331	0.799259905867487	0.823810359156838	0.858114595727242	0.773519727944636	0.844319589552372	0.78511102337002	0.857490659876042	0.336478266062414	0.54926821929927	0.497393647013583	0.48335354755279	0.417085268339208	0.47233660641963	0.687526799816249	0.449128884051921	0.332985496311928	0.317618606387389	0.36938252212328	0.277526878553179	0.35463857564434	0.708936994373936	0.463016298640172	0.660853083850954	0.854789744120993	0.3840171222077	0.464637406206559	0.5558407792433	0.484455623384451	0.522427761699263	0.344480516108786	0.508139760723956	0.49506040677353	0.699916817146919	0.440784907471489	0.591833119312075	0.814613617371453
Radial glia(B).z	0.236652302554502	0.163061376220299	0.0836579318276896	0.448607212111995	0.332411220720208	0.586195941353827	0.596358956093375	0.615626653014324	0.612969298050678	0.586381704906191	0.290352362918721	0.67168869946214	0.676748173313012	0.619330180916315	0.0708927028308144	0.124941443282278	0.265472264906663	0.553637977114562	0.14226237948029	0.112421357885016	0.569492781819066	0.141439484232292	0.915738956465799	0.870442422829802	0.469369157943996	0.484499727624915	0.429181804399815	0.562574487182456	0.677607623626659	0.386076341557135	0.345715705871421	0.209503864491515	0.623641454834658	0.899595430747263	0.549483110964983	0.612112749049312	0.583323696403288	0.493596267001452	0.19640803229989	0.123562204326903	0.475631628406498	0.351654045656848	0.812023541578072	0.616319889520185	0.259669705254219	0.431380391119732	0.171428126888868	0.19849242222509	0.325653940247678	0.696654981333586	0.392858679634161	0.300069860735748	0.682584573966454	0.582615255896847	0.0671674053471348	0.39874276580174	0.0642162413916516	0.692202522066922	0.32551011748021	0.317815372594813	0.587883348292479	0.660594919087317	0.668462584388351	0.510673140822631	0.658835200951877	0.255787357283149	0.452975223386005	0.32593022469924	0.867943780789344	0.856419353684826	0.866809968844955	0.882430539446123	0.773564534485683	0.332223345453688	0.638300695994238	0.724198181946017	0.543408006210249	0.243409805616678	0.293063022119571	0.178832659351716
Smooth muscle cells (Heart)(H).z	0.835411049798181	0.680486306209803	0.647817017094142	0.764076543026762	0.750327241025084	0.763280338812695	0.768842273034388	0.63429366388128	0.781963619355829	0.559929040928708	0.767469591123847	0.808808089907491	0.752631240910738	0.6029888593267	0.619503626447612	0.54780908615408	0.244596534855224	0.671818085417773	0.602206855896108	0.401050365437715	0.493394132998814	0.673291421217833	0.400678974862594	0.493565074485438	0.530894689533094	0.27179786628247	0.200722575222337	0.319905094583457	0.297460106924029	0.302857670331544	0.172085680769101	0.36770697441719	0.519445269543629	0.549483110964983	0.853248781411197	0.723829944267441	0.673532313270508	0.255889815431063	0.629362642718474	0.4436175253637	0.640850642936796	0.205447839961739	0.653357992910133	0.830342884755507	0.856564731324981	0.568703676771383	0.744431550788872	0.676348930407054	0.798860513254644	0.812477978147505	0.652129339624212	0.294369062323457	0.174122043950668	0.135290709462466	0.230609110439671	0.425620083208923	0.242012822558995	0.410133676544545	0.24133929019698	0.357777567221595	0.554887376313064	0.764309403400251	0.566791959191059	0.485679025987689	0.523384698601134	0.296486620948176	0.593127055501766	0.736027170269515	0.503118008282277	0.726273557126218	0.628738706928034	0.657881342965529	0.672335411006617	0.347387626628232	0.419252169945769	0.634545684652185	0.476861565651605	0.503829922958725	0.890023321287437	0.808976870065265
Smooth muscle cells A(P).z	0.789343731534284	0.80996992041627	0.318719646322403	0.57226654710108	0.50349851176761	0.713259998495392	0.786659793145777	0.747927901389718	0.72373417059494	0.641755590184897	0.527046948757047	0.781580862001256	0.851176116977089	0.66880225035849	0.359523885458604	0.485509145127115	0.287447150131374	0.773176146563256	0.348901528038244	0.345251817344058	0.331541048276293	0.44978058473937	0.229940306885	0.450555381241632	0.587855204648137	0.372223536401235	0.321626347156847	0.476911074240494	0.56417623656244	0.351212397541804	0.80014936883596	0.290892110137426	0.696058329593811	0.612112749049312	0.723829944267441	0.892185453184455	0.767954513134096	0.367704721363672	0.402537004197225	0.507535632830882	0.560089390107948	0.551965723351766	0.677341301361143	0.781207487079349	0.77008502637581	0.565247181695102	0.668899717360517	0.523652475495873	0.799926204796139	0.75781722911214	0.596339771480417	0.277665879919535	0.169536864045698	0.162147946534018	0.262260550267508	0.349664323405502	0.208329838143816	0.322006080447863	0.301762131421219	0.302549132757581	0.45651310541597	0.667626009381638	0.51714535529388	0.43228332430802	0.467486929094927	0.30875326953565	0.607863146428645	0.820953029031671	0.520797914436973	0.70032189854824	0.599852956500907	0.61811702782497	0.643556382798181	0.299650589292035	0.539227583979266	0.615036219961439	0.365262773559714	0.423249787719966	0.728600501065485	0.791002077832806
Smooth muscle cells B (Endocrine pancreas)(P).z	0.718119434153114	0.697372321922682	0.287818730201769	0.657279720642287	0.660654340478335	0.651756147518134	0.663215084728312	0.65396211846429	0.675095683880675	0.554389155509278	0.528449857774483	0.747885493227509	0.813875164395814	0.649190853452584	0.312785028243708	0.446264599214507	0.284206522154712	0.706770644584572	0.317682037272651	0.27426423647457	0.328297263236545	0.387281616826063	0.235666817916624	0.449375705020309	0.510188815515669	0.349282830828295	0.251263326555282	0.425691380446573	0.491699770653238	0.226511806247573	0.637405618335793	0.242928747734373	0.582833660538187	0.583323696403288	0.673532313270508	0.767954513134096	0.829124642480807	0.288477885946939	0.366988240856923	0.403710610556277	0.491514438757589	0.48368496487117	0.654058625667344	0.75861985931881	0.437602469991001	0.234629604268475	0.371589901730694	0.245356551868373	0.600398559587612	0.737781270406245	0.376614767751605	0.365571700163166	0.101795126532623	0.10343344508726	0.193494498758624	0.526299734395572	0.109718488705226	0.148197158831048	0.221990626537146	0.358287295807742	0.6149556934596	0.85545289094076	0.727764422464422	0.619595016809324	0.263710491415014	0.337409223076241	0.56313109413667	0.478970295509829	0.840785730211345	0.867973674463264	0.824267612314879	0.819361182567711	0.86273655547533	0.436635220396824	0.703552677690515	0.637799227269771	0.23083966617091	0.461771660719082	0.533278071999556	0.376887720551244
sst1.1 cells(P).z	0.276555217072737	0.370185558135945	0.338265559730732	0.208015034866554	0.182475405165484	0.327314916226876	0.197400691580516	0.308802512592022	0.336485572943756	0.249615737617225	0.323191743457524	0.250771676946289	0.233859479674932	0.264575774022586	0.281455772450187	0.203391906467124	0.374295196006323	0.254953888123416	0.381148264287325	0.259648570811259	0.486613690675743	0.39410207075842	0.862121647645209	0.731732777925517	0.446811999844661	0.751386871936324	0.762119415570066	0.748801018382539	0.767764904658686	0.674178159317853	0.205807461833474	0.552050193547678	0.521931648295597	0.493596267001452	0.255889815431063	0.367704721363672	0.288477885946939	0.78822727659937	0.276825587060436	0.436643162221251	0.229463175252212	0.911282619432863	0.492448511002484	0.255452765449267	0.256702621245485	0.700349701159913	0.326872634658922	0.587658238941773	0.253477250524059	0.295040956412179	0.548945934882081	0.806302648622027	0.827697527195938	0.874666241255406	0.407263911516546	0.745291092268873	0.589612644146506	0.885682914506687	0.421943631341065	0.560046927136727	0.629891854312391	0.431189956277356	0.71121663423195	0.742271208458781	0.586614574158181	0.588280872637855	0.30813862278001	0.126811400077189	0.604669945667253	0.352247591766304	0.478873870328252	0.438326339245481	0.493455166524418	0.761178699283602	0.414107614035667	0.606549143323087	0.8539508067249	0.454137218393619	0.0913742116545521	0.195716511960164
T cells(H).z	0.925673783856927	0.850108404991188	0.933802161213032	0.699022021502182	0.60482788821355	0.665018916069563	0.649651041091037	0.465431328732273	0.734137552528357	0.411296518743301	0.85619705686065	0.649474460576622	0.442915650695991	0.377709948979847	0.920176293286984	0.865584131103492	0.180821543476414	0.473735394908767	0.870651092934435	0.785458950081878	0.823013033733288	0.903949517054516	0.337133255347081	0.343631417475988	0.558310535813071	0.167563148483652	0.318136728744335	0.248782245479708	0.0994680795576038	0.22851363243518	0.125825970854794	0.237555499915369	0.374362660558898	0.19640803229989	0.629362642718474	0.402537004197225	0.366988240856923	0.276825587060436	0.938145991939095	0.90783590410769	0.562293080482736	0.224298260460179	0.338365655384942	0.67507517915043	0.239513405677629	0.154920095954391	0.271177714197476	0.187983025219157	0.288166207262317	0.537880371450274	0.176966196284974	0.659558784614941	0.0952243457794718	0.112018373929918	0.591604549124158	0.684272267226504	0.610458076586597	0.270237815939826	0.720259412580691	0.779941937713425	0.74342512908778	0.687132655907754	0.812225462022651	0.766967685750819	0.134016417283392	0.502894294769395	0.442724303529473	0.188839701108551	0.621847535172176	0.706841475969983	0.673911829969032	0.713743227250511	0.672710965068006	0.661532157053273	0.544847841868213	0.432869325792245	0.216727185674409	0.806405527728333	0.259969902942839	0.185485740668853
T cells(P).z	0.876594632314588	0.910012040356606	0.919785194113686	0.201306962033009	0.108184896979124	0.50392999215195	0.455151192101544	0.591308187677441	0.634463043611735	0.536291285450405	0.500262477928759	0.480644506661348	0.610513219284603	0.506344573092611	0.913421977113768	0.889310836966406	0.502407182071215	0.631123415189857	0.883212038076504	0.842988588039102	0.843007562447154	0.90330623037673	0.206563704801136	0.20897730131792	0.66808035850421	0.347682853034062	0.479353998180591	0.386608194908314	0.429025271430285	0.446724862693384	0.848838480471545	0.585630852372183	0.549139485623846	0.123562204326903	0.4436175253637	0.507535632830882	0.403710610556277	0.436643162221251	0.90783590410769	0.936423017107309	0.461886888383778	0.528268582540886	0.264155307837202	0.310066510184677	0.404174834418501	0.187203469780248	0.408953355459701	0.303266728123137	0.463026957497824	0.424549214797272	0.282568624506086	0.751467046559136	0.102139139427438	0.145402663108356	0.835161606468984	0.646622929952964	0.883393836644082	0.246011532704929	0.849181556487822	0.825518095391647	0.60381548933978	0.35475291278359	0.622240495945745	0.656133675785433	0.0999714517838863	0.601249011637952	0.444103141647781	0.353154937487723	0.471897792104341	0.390484951706376	0.432523118259517	0.399862473410968	0.480323286071158	0.655156846183203	0.476018999788205	0.459359626120993	0.241338782254684	0.839789754159829	0.104510053788647	0.292081467173154
TNFalpha cells(H).z	0.753489768624661	0.635330329143279	0.650774366876062	0.596699156349574	0.484870425968258	0.655401594932845	0.642014609727539	0.536510399287221	0.690908879097285	0.426644946509567	0.595573319933785	0.689716823373509	0.617283466921881	0.425305770295328	0.621157786885246	0.464658075872215	0.200668206218153	0.499735280151947	0.519953823829018	0.312996175643007	0.402686157276194	0.566731988035945	0.413684936827057	0.484356350031852	0.403125673346262	0.240541060563324	0.199308493161937	0.230783079145182	0.269909421004855	0.186888102881148	0.238961904220263	0.392255276104648	0.447905322395276	0.475631628406498	0.640850642936796	0.560089390107948	0.491514438757589	0.229463175252212	0.562293080482736	0.461886888383778	0.619871794871795	0.342661938261638	0.514945407699645	0.750848583273918	0.640453865617669	0.392169959228615	0.449696309230751	0.656594913896676	0.607169535625779	0.826448895386098	0.545612109810479	0.459586193165493	0.172365126380618	0.171802798318554	0.286755005842989	0.624153726627379	0.273292574942847	0.28348685284991	0.307086428109578	0.489818009743383	0.649495675007723	0.791441571629714	0.74586898270118	0.649083909005847	0.400245841003245	0.429059163787264	0.552944002650762	0.505856025479724	0.727826371064087	0.866809106370034	0.755718688030733	0.858176043511058	0.771240235427968	0.486398870333392	0.683603684001773	0.672973827130189	0.348402677630839	0.502563486933235	0.381009381278306	0.488304023656626
Undifferentiated cells(P).z	0.345651516087162	0.586362882279313	0.267609055155113	0.129115877929304	0.0613598441776138	0.333624103889752	0.225621390275774	0.46314486267374	0.361459217481207	0.409776232207616	0.267706968084396	0.190842021538819	0.330622419380093	0.367310383473036	0.325852371733427	0.317671677244606	0.492764723186242	0.410462752954007	0.359091749571393	0.382086812972066	0.368185217997364	0.350083330784999	0.790282190859998	0.673013289827271	0.726289203895144	0.896208923650625	0.900975018671616	0.898843457081037	0.898814499290198	0.840552016228243	0.63271748367468	0.672384528803234	0.786805461851169	0.351654045656848	0.205447839961739	0.551965723351766	0.48368496487117	0.911282619432863	0.224298260460179	0.528268582540886	0.342661938261638	0.997393610886864	0.50606919740658	0.19445622886885	0.721041759268803	0.853339619346016	0.816936492279918	0.850471271011632	0.706891841669994	0.43640040787926	0.855367688751778	0.412386181574349	0.858400119967726	0.855163984697842	0.523094224345744	0.398841254359568	0.63302368199614	0.892060663253451	0.432377339216313	0.326876092859333	0.246608461292987	0.177724850730638	0.22596485896367	0.334979677841977	0.786332256363634	0.423455469393186	0.504416812086387	0.624626322362622	0.253245736213564	0.144001101792331	0.244554827554819	0.146590387357334	0.270747972886849	0.461516918723007	0.219793233851332	0.3631884833871	0.830247790712971	0.263087766533208	0.689436610226912	0.660979060919471
Unknown(B).z	0.521494217788877	0.303587017025165	0.271186440677966	0.511268519777659	0.33884932835894	0.757558165900327	0.753122964149914	0.719558345147541	0.785601890490124	0.675889726541382	0.547711746691841	0.765674637282895	0.758170505281769	0.666107142038339	0.3526959091721	0.325728820475625	0.243303484114625	0.723632619124615	0.512982651139794	0.380836659999943	0.761716400757503	0.549720470157002	0.898430733270582	0.827218379173682	0.502595530508043	0.473813857387651	0.439679254722646	0.513393609761641	0.649575692372085	0.41230910829842	0.275442014790838	0.245631718882729	0.605317215290233	0.812023541578072	0.653357992910133	0.677341301361143	0.654058625667344	0.492448511002484	0.338365655384942	0.264155307837202	0.514945407699645	0.50606919740658	0.918189155477291	0.820978505615827	0.874064831022202	0.874060425105441	0.751811279118624	0.873092049736226	0.82479733658334	0.514932873105605	0.897323341881651	0.221812005160923	0.845858048847125	0.714358106788116	0.510715191067268	0.229880021526363	0.604244629683612	0.854302371582141	0.508838756668438	0.230188508262123	0.395495083478578	0.287629742989937	0.215437053254078	0.231700513200186	0.836547911308612	0.352888750361082	0.635006586790797	0.789029080774341	0.339973277570442	0.296580888992474	0.344266426550657	0.254829495964007	0.368895329293469	0.242700271091415	0.422046288753889	0.302961762827529	0.759875020717543	0.317853936643995	0.609873588045646	0.799162998486781
Unknown(H).z	0.893302075273722	0.611857883856222	0.644573695009861	0.823081181097541	0.808200995701582	0.925428157302514	0.898608062493692	0.82221061998714	0.934578130841321	0.771136944220631	0.881172082102255	0.888511665573531	0.818690298864051	0.720044554498037	0.613146955001041	0.500346498244163	0.296511325487186	0.764175757460172	0.666033272232971	0.477416270778589	0.43820637272737	0.71617918259184	0.164352300061987	0.329406296173138	0.65523046139156	0.274363816705051	0.191894168492825	0.246240062764452	0.251209075503612	0.224222233847483	0.423752464415155	0.220096736161597	0.613978982617331	0.616319889520185	0.830342884755507	0.781207487079349	0.75861985931881	0.255452765449267	0.67507517915043	0.310066510184677	0.750848583273918	0.19445622886885	0.820978505615827	0.981762787504291	0.464962389279792	0.350640918340195	0.493081663042619	0.534811873802287	0.593905488593562	0.492738080574348	0.40791879643439	0.19634043337761	0.220577974111658	0.26475900092169	0.397377854211491	0.390810061343361	0.200529203824544	0.318962921383763	0.330103723396114	0.319473391109418	0.558955119815175	0.7189419212836	0.50941335172206	0.475107556076469	0.440254709614218	0.338052555817725	0.568139028854678	0.537481444132305	0.685345227724984	0.702104506721451	0.57113537836641	0.605697550491317	0.702039909423485	0.370106658096937	0.599558156355355	0.407493689827768	0.248206848835619	0.506025437981578	0.671357817385909	0.534969834071811
Ciona10	0.926591738423655	0.93526337254493	0.593779934179506	0.171771614423742	0.0738097485204854	0.869525152819262	0.872574375603048	0.740051996635387	0.872075820747922	0.708552613346707	0.504230670404518	0.747766457481903	0.660119308100368	0.374921596524913	0.885710815054721	0.473529510489052	0.248846106599109	0.872363893780139	0.636630985781563	0.437165907390741	0.727517464397045	0.509333391400001	0.738498862595952	0.800103717769528	0.708627768526508	0.184135822851586	0.401627225843683	0.165488908229432	0.177214688448772	0.521554113168268	0.752427622523249	0.34601388276288	0.799259905867487	0.259669705254219	0.856564731324981	0.77008502637581	0.437602469991001	0.256702621245485	0.239513405677629	0.404174834418501	0.640453865617669	0.721041759268803	0.874064831022202	0.464962389279792	0.935477427087495	0.919960349779207	0.934102180107139	0.922199730694885	0.906127824755683	0.803836030241642	0.911407460712697	0.259832703901581	0.848120885433224	0.794131120570486	0.735184378933757	0.0913299900086844	0.851668543598858	0.847906942969619	0.739304994285603	0.317632993292277	0.177762666312681	0.181583388833343	0.0394778582851876	0.0686694326833596	0.833326699393216	0.284026359439346	0.797033028556587	0.88565301854329	0.168591961140076	0.278529123757113	0.395123794947366	0.323318876055049	0.269648071982527	0.124476132680275	0.393511600910572	0.366494787759807	0.793803611706372	0.536460047462852	0.953747312653766	0.924037645460797
Ciona11	0.857414465541085	0.734546104429598	0.412748787475963	0.127697305504476	0.0559273560263545	0.658195779406624	0.758846533604104	0.456508010711876	0.692140973804882	0.390457328038772	0.303893740997541	0.507458271261976	0.406462301711806	0.194972470613377	0.665113937699477	0.283312597453499	0.116549909553171	0.60522566463189	0.568612304454752	0.303029078808141	0.835972599259464	0.515548198304752	0.978503686942836	0.926810442288439	0.354077061900375	0.490369845523679	0.795333879342831	0.6354548860905	0.542550873564666	0.857114000954728	0.45289131671446	0.169466524045057	0.823810359156838	0.431380391119732	0.568703676771383	0.565247181695102	0.234629604268475	0.700349701159913	0.154920095954391	0.187203469780248	0.392169959228615	0.853339619346016	0.874060425105441	0.350640918340195	0.919960349779207	0.958510527953532	0.944113040267797	0.936434419930049	0.885763965374414	0.778712939665864	0.938650113633512	0.224805745614759	0.934503448969649	0.901241198950583	0.787437960581501	0.0861539279707461	0.856658861045326	0.924041507427852	0.767374139974664	0.312471315946388	0.202667288692736	0.181731267551549	0.023699776283479	0.0574292779436952	0.880425101141361	0.349902836963362	0.818971393607033	0.889895625955919	0.127182926304564	0.199907659953022	0.282500348820137	0.245936095002636	0.220770668196631	0.14053241746263	0.273881268381105	0.423923007626497	0.863263110843488	0.544172761418643	0.967783199394794	0.930597148171727
Ciona12	0.929273153571448	0.897233006104569	0.703656545753503	0.182369448297185	0.0563126028429563	0.78219527920638	0.811589354774589	0.461598717563409	0.83981071629293	0.384645068542063	0.462977144333726	0.693955739321786	0.58998277229532	0.333140130310448	0.816932069601256	0.452347600093286	0.191529223210705	0.821807659089898	0.625374076624035	0.408244757289268	0.684355882907014	0.53719135133514	0.763810439704082	0.670820518239067	0.528858777974364	0.191729699324974	0.425905279317985	0.198054955443388	0.200068065259635	0.481324981741401	0.693431240165132	0.29752862412598	0.858114595727242	0.171428126888868	0.744431550788872	0.668899717360517	0.371589901730694	0.326872634658922	0.271177714197476	0.408953355459701	0.449696309230751	0.816936492279918	0.751811279118624	0.493081663042619	0.934102180107139	0.944113040267797	0.957494447882914	0.936096042523756	0.908769640538938	0.809767439004087	0.921690822680842	0.231289859538276	0.878883332372811	0.834945246355193	0.774470225653878	0.0921830440464597	0.867673906395995	0.874429010196469	0.763183131928023	0.272573312075117	0.174163819259396	0.200375275101253	0.0406877924593651	0.0583285990961987	0.854993494555833	0.359106680609462	0.82011226955086	0.902057851632489	0.181851543598338	0.260755342049568	0.363001918005125	0.2962145390778	0.277664913212294	0.115668756575233	0.374917857836054	0.399507767493866	0.825821100997304	0.676505982303359	0.970323950090666	0.941332559907163
Ciona13	0.912181440348244	0.872023049868569	0.501968919310407	0.134385562353912	0.0362527563248485	0.878654737717488	0.811682206529733	0.561573506536834	0.86018981345402	0.517564954357626	0.385976253818246	0.550873609753967	0.399937754609457	0.156504186899496	0.839996786195596	0.424254527377712	0.144693199728982	0.68668298890955	0.621523970150365	0.413872926771249	0.750951119939781	0.608374775508429	0.897501111481338	0.796352773939311	0.561352839603093	0.312815444886229	0.660072403306783	0.335347874502212	0.310448241047053	0.6400335161654	0.556628527113474	0.351746982493575	0.773519727944636	0.19849242222509	0.676348930407054	0.523652475495873	0.245356551868373	0.587658238941773	0.187983025219157	0.303266728123137	0.656594913896676	0.850471271011632	0.873092049736226	0.534811873802287	0.922199730694885	0.936434419930049	0.936096042523756	0.942676666545309	0.904220155712993	0.801800920470586	0.927342640714312	0.250487531571149	0.893612190587395	0.854114372283183	0.756052171742416	0.0827984923562162	0.858662726205477	0.889294370135552	0.742492077844811	0.280045780999762	0.170049912017648	0.211333330309635	0.0316575491637287	0.0613389031427449	0.856032677645787	0.267511625268754	0.789579087169197	0.88509871014978	0.163080232118396	0.278904969191593	0.373933772011352	0.306333355644804	0.219069515313234	0.119608871318226	0.348432323851075	0.319942525148465	0.826717705805839	0.469800737858037	0.95976376529295	0.92015078610184
Ciona14	0.898112649603348	0.920229891507682	0.634505184496774	0.132270370757108	0.0702850476085319	0.860842717723468	0.818375224380045	0.756352702227819	0.810681544045402	0.725358660904431	0.27350306804904	0.726983017953689	0.815210844183945	0.389185617098772	0.818384412244865	0.710697790924082	0.22294384662163	0.902690812487312	0.668437814802885	0.579830292866661	0.764143087564194	0.592320644427679	0.548471154696152	0.61547144860447	0.701720372811277	0.160529492820844	0.301116487410733	0.170362167228757	0.140247134664112	0.361463645275137	0.789184127824527	0.301797580153549	0.844319589552372	0.325653940247678	0.798860513254644	0.799926204796139	0.600398559587612	0.253477250524059	0.288166207262317	0.463026957497824	0.607169535625779	0.706891841669994	0.82479733658334	0.593905488593562	0.906127824755683	0.885763965374414	0.908769640538938	0.904220155712993	0.913255486036275	0.805445335052556	0.902895883957172	0.267372655641291	0.802500140021776	0.755833643815641	0.655741875048397	0.0989994564933025	0.816867902654714	0.8053480139299	0.715768364719342	0.275787364941809	0.187330550108991	0.293903804364887	0.078297611679032	0.0782286842821152	0.807208923348006	0.20403234520788	0.75164338786735	0.861051641272885	0.226543728977964	0.356583664287197	0.429235181120998	0.426880101030005	0.357985961427855	0.117048775937421	0.418782031190464	0.417545512360799	0.760961114005196	0.515988325750257	0.920502853755105	0.895623157507286
Ciona15	0.541081251031871	0.580970162047244	0.496514239013863	0.34880819599083	0.289868396599275	0.698785588903043	0.80335156347072	0.76395084025914	0.737940380803164	0.659686659193681	0.150086072148651	0.764580200837833	0.74695377306271	0.683283977080109	0.527913203392471	0.466627598125867	0.450861090463978	0.77627192881789	0.313983570962199	0.414812493317292	0.35359426371066	0.239898359295271	0.311408973029523	0.466182666266332	0.682900944358326	0.372063594242671	0.286465374450832	0.167631953080296	0.277307036145528	0.342217947137962	0.552819556642925	0.600778812357701	0.78511102337002	0.696654981333586	0.812477978147505	0.75781722911214	0.737781270406245	0.295040956412179	0.537880371450274	0.424549214797272	0.826448895386098	0.43640040787926	0.514932873105605	0.492738080574348	0.803836030241642	0.778712939665864	0.809767439004087	0.801800920470586	0.805445335052556	0.639029470495077	0.800135553997845	0.172362261321342	0.571410710531274	0.370361267044852	0.16952975027333	0.293224012089105	0.422330056514553	0.634575303335796	0.198386081219469	0.141261676926644	0.259307281981068	0.505922391298718	0.451790738396113	0.33109120085911	0.668624379561707	0.116250733120166	0.439497398997874	0.757095626432782	0.560903076314238	0.613632416185224	0.566569224615939	0.608007127206667	0.472850795125818	0.226387296203524	0.343468879209327	0.425837287901251	0.46897538541193	0.138073845526643	0.798349617207454	0.790858212182332
