Brown.fat.m	Proliferating cell B.m	Ribosome-gene-high cell.m	Mammary gland in lactation.m	B cell A.m	Neutrophil A.m	Proliferating cell A.m	Dendritic cell B.m	Erythrocyte A.m	Neuron B.m	Monocyte A.m	T cell A.m	Cd8 T cell A.m	Spermatogonia.m	M2 Macrophage A.m	M2 Macrophage B.m	Pit cell.m	Fibroblast B.m	Oligodendrocyte B.m	Stromal cell A.m	Cumulus cell.m	Proximal tubule brush border cell.m	Neuron A.m	Chondrocyte D.m	Fibroblast A.m	B cel (centrocyte).m	Endothelial cell B.m	Urothelium.m	Smooth muscle cell A.m	Stromal cell E.m	Macrophage B.m	Intestinal epithelial cell.m	Gastric epithelial cell.m	Mast cell.m	Erythroblast.m	Renal tubular cell.m	Luteal cell.m	Proliferating cell C.m	Neutrophil D.m	Testicular cell.m	Epithelial cell A.m	Monocyte B.m	Chondrocyte B.m	Trophoblast progenitor cell.m	Stromal cell C.m	Endothelial cell A.m	Fibroblast C.m	Erythrocyte B.m	Neutrophil C.m	Dendritic cell E.m	Endothelial cell C.m	M1 Macrophage.m	Adipocyte.m	Alveolar type II cell.m	Skeletal muscle cell B.m	Fibroblast D.m	Prostate gland cell.m	Oligodendrocyte A.m	B cell B.m	Dendritic cell D.m	Proliferating epithelial cell.m	Myocyte.m	Epithelial cell D.m	Sertoli cell.m	Osteoblast.m	Smooth muscle cell D.m	Leydig cell.m	Neutrophil B.m	Pancreatic endocrine cell.m	Premeiotic germ cell.m	Pancreatic acinar cell A.m	Oligodendrocyte.m	Epithelial cell B.m	Macrophage A.m	Stromal cell F.m	Hepatocyte A.m	Dendritic cell C.m	Goblet cell.m	Cd8 T cell.m	Chondrocyte C.m	Pancreatic acinar cell B.m	Spongiotrophoblast.m	Macrophage C.m	Kidney stromal cell.m	Dendritic cell .m	Dendritic cell A.m	Smooth muscle cell B.m	Hepatocyte B.m	Erythrocyte C.m	Stromal cell D.m	Astrocyte.m	Smooth muscle cell C.m	Chondrocyte A.m	Endothelial cell D.m	Skeletal muscle cell A.m	Alveolar type I cell.m	Hepatocyte C.m	T cell B.m	Apelin cells(H).z	Apelin cells(P).z	B cells(H).z	Cardiomyocytes (Atrium)(H).z	Cardiomyocytes (Ventricle)(H).z	Endocardial cells(H).z	Endothelial cells (Blood vessel)(H).z	Endothelial cells (Blood vessel)(P).z	Endothelial cells (Heart)(H).z	Endothelial cells (lymph)(P).z	Erythrocytes(H).z	Fibroblasts (Heart)(H).z	Fibroblasts (Liver)(P).z	Fibroblasts (Pancreas)(P).z	Granulocytes(H).z	Granulocytes(P).z	Hepatocytes A(P).z	Hepatocytes B(P).z	Macrophages(H).z	Macrophages(P).z	Microglia(B).z	Monocytes(H).z	Neurons (CNS)(B).z	Oligodendrocytes(B).z	Pancreas duct epithelial cells(P).z	Pancreas endocrine cells (alpha)(P).z	Pancreas endocrine cells (beta)(P).z	Pancreas endocrine cells (delta)(P).z	Pancreas endocrine cells (epsilon)(P).z	Pancreas endocrine cells (gip)(P).z	Pancreas exocrine cells A(P).z	Pancreas exocrine cells B(P).z	Peripheral Neurons(P).z	Radial glia(B).z	Smooth muscle cells (Heart)(H).z	Smooth muscle cells A(P).z	Smooth muscle cells B (Endocrine pancreas)(P).z	sst1.1 cells(P).z	T cells(H).z	T cells(P).z	TNFalpha cells(H).z	Undifferentiated cells(P).z	Unknown(B).z	Unknown(H).z
Sertoli cell.m	0.384031560499097	0.811966492655665	0.48260376294944	0.557494875095347	0.234249768102495	0.328633488398794	0.806106333442459	0.186237419956062	0.628450393423506	0.867803921805006	0.167773203237183	0.230327206266708	0.239545818531959	0.848891306157736	0.115567583500178	0.372636169593386	0.681314745826596	0.40027033353287	0.837851568610268	0.776226914713757	0.733143355314343	0.695978200799823	0.84784954934688	0.616562955993565	0.634698052309668	0.4030755178201	0.700278857273703	0.532970959879693	0.625984794653082	0.498752461206367	0.114296502253839	0.359651189126757	0.590014415934599	0.387045270685351	0.553899169918309	0.607337653489645	0.689836630198022	0.774854003826156	0.310080578634562	0.795430893157551	0.264967176133045	0.332583058741253	0.574590295437787	0.474684872447671	0.801665401733836	0.337015587250198	0.536411575383878	0.784416447394953	0.216203998315416	0.158699453651813	0.139161490649984	0.116604825667619	0.525224033857798	0.247846898122626	0.840068722188695	0.520807680176356	0.687179166679669	0.82231561712547	0.182592001972443	0.129292556099847	0.762633261722675	0.730185874727931	0.404507797270955	0.873257797270955	0.673367446393762	0.784436116512692	0.835282632226403	0.406032814176696	0.627773352902434	0.800678803162564	0.787201053998189	0.627131084618801	0.281899527471907	0.261035426205111	0.384444366464619	0.624967488639259	0.166873954817286	0.289186951517358	0.334210990977897	0.631472252565193	0.255615820224953	0.267406653912018	0.269267217591704	0.620961896663427	0.205543105922402	0.139034590444365	0.444839356474202	0.217396982304762	0.441314404417448	0.707268765267599	0.808280647790757	0.311776547146697	0.73773382407017	0.456341440819821	0.754762284959973	0.232743274380666	0.713676487874354	0.330368841035764	0.151191985008484	0.0798546626358062	0.120487729553296	0.770958219528937	0.780991684242793	0.475706192564745	0.348000317801802	0.376041677018685	0.416669623706237	0.295875182968452	0.434344414466048	0.614847581622683	0.499158708720999	0.510371074718484	0.175170165851788	0.157527991483718	0.462789484559788	0.441760748321421	0.173349958676892	0.162464459888807	0.159027600750998	0.224701742365506	0.80293062379424	0.865456771532902	0.424778940816092	0.598837608251465	0.618329494063757	0.691132371468513	0.607440722212721	0.537634258940592	0.245499216192905	0.534527545327754	0.482597086238132	0.841840461889029	0.65505126005251	0.676004075026785	0.678159803743347	0.652285466030767	0.181903372262946	0.147338535177151	0.596253467536362	0.474449783093159	0.420308453894538	0.438962665847592
Osteoblast.m	0.30289872482556	0.87040828571313	0.152594882585536	0.140706347692904	0.205387485297571	0.115282835024121	0.697655046015245	0.47329802574536	0.0903052772534055	0.610930621224305	0.390275729133833	0.214778648579733	0.300093845865573	0.0817139054046819	0.715680083380146	0.592687487215467	0.0946546335631888	0.93634854031404	0.380759849535663	0.911765847785585	0.812730228543291	0.123444272551367	0.721399481455123	0.85918111079185	0.94812888534842	0.246093986172353	0.850750453901644	0.655136429046922	0.941869303461031	0.945001173639499	0.554175293972771	0.0808648863041107	0.0736677336390413	0.30768310666564	0.122664564470846	0.248962215687865	0.716870360356752	0.500120318394922	0.478024124714373	0.11875145435888	0.456275502943795	0.414779879791392	0.859000331339068	0.239055346094314	0.965987572608792	0.882371359005022	0.964477744386707	0.795762556262016	0.260361365965122	0.668078389312509	0.700230586398739	0.515465795706553	0.688293199428955	0.623503500989149	0.778031182842104	0.964709589880002	0.371565033687874	0.711412155897875	0.3124375421711	0.415323547739375	0.433276647438846	0.88174807164557	0.890631091617934	0.673367446393762	0.967495126705653	0.865467604760989	0.679463651952094	0.137421180107065	0.7589071524729	0.234193529693405	0.364842316067541	0.860263664442129	0.742809171921855	0.33563303548005	0.670132880291302	0.0332772782917923	0.488029682610053	0.122214506962933	0.069811937574519	0.637339204068013	0.945114098935693	0.498093442014311	0.498769515382557	0.637064067481629	0.222212720719031	0.597179012582477	0.911346179838783	0.250549950142541	0.081015579982396	0.958531825732736	0.794403909593881	0.837595013263692	0.682992184982161	0.661064747376656	0.539544240523098	0.75222698906111	0.146778743271874	0.31938332427499	0.581838576757642	0.490204146206844	0.244596801936789	0.56105232073624	0.302149375396855	0.860074883389028	0.924588082857506	0.798149141669485	0.903531188385307	0.821909746412763	0.369157407648075	0.962137641181616	0.97694759351723	0.935954736387909	0.363189301521107	0.158706070447065	0.30845768390601	0.934412226554039	0.33716527081051	0.197581188064085	0.180161278983077	0.426941723563505	0.432103980836002	0.466876343388011	0.185419850688814	0.198555290957882	0.179946682135625	0.212243606095201	0.0539566980667849	0.127635349362654	0.506121226380985	0.389420822220591	0.754868362244003	0.619368839956467	0.885362856846408	0.89693975863711	0.929158958381201	0.160097635663185	0.186502287371162	0.119053580469231	0.836484480431849	0.381412791832829	0.808950225300025	0.887126372401997
Smooth muscle cell D.m	0.35812195037042	0.878261459961609	0.394353333433132	0.218595677852529	0.0870200733364403	0.20064731715699	0.840095227101093	0.171096015122017	0.543536837422073	0.878470781003665	0.131195915619135	0.128832548545271	0.13797752365825	0.511117383709006	0.210180033664688	0.482011197068949	0.366974612044686	0.773957108854856	0.632827395395025	0.872940350849191	0.734290975825303	0.410761441097879	0.848384654616929	0.765182913888389	0.858073966212912	0.384844384442522	0.809824719692146	0.447467980499444	0.885741572967175	0.809164289633661	0.0685780264707192	0.1971100112251	0.296915037351472	0.317450079695759	0.463035108143711	0.340730704566706	0.63741697800709	0.812674167962914	0.421469795145515	0.383193828485808	0.271965536433291	0.46209696232578	0.735325110187139	0.621199508514888	0.91177722526199	0.664095656002844	0.85788893261041	0.867775345436274	0.122005348507146	0.288250308308402	0.168653110108355	0.140513121338042	0.567638184500884	0.227174611082029	0.906113156395682	0.863031917225413	0.370623360120554	0.695859383510096	0.181778478378724	0.0561550820297808	0.7894472707495	0.859401458840684	0.658357781422361	0.784436116512692	0.865467604760989	0.884864414385538	0.786853807928648	0.303935713369796	0.732304008397725	0.730880435580346	0.808288463278455	0.741890782406033	0.430608922961445	0.184330998185215	0.632260364332158	0.314125209418644	0.146485763574926	0.149941223856679	0.236477539186469	0.622587590303455	0.689661203242682	0.418892110320635	0.10284563785504	0.523607265774992	0.134201635525402	0.152189876413049	0.794081969267676	0.13801427662448	0.362280374721892	0.881314222129958	0.670313397154189	0.67438989688166	0.820887376745426	0.696942922539979	0.781054149833478	0.287323029793421	0.522787374342325	0.300543614013174	0.198752390987854	0.122852480381414	0.084914427374559	0.748344981631934	0.733584572405474	0.718156110180038	0.752493662435308	0.477723546766489	0.66907828543515	0.523399482449644	0.26256780303406	0.881437774273911	0.906212461081118	0.836209330574109	0.0711373216836094	0.0908353680852808	0.2685062639237	0.834029926208734	0.0914720176982275	0.0695899589249567	0.0551644709635058	0.112820475717637	0.59492701921095	0.594993492256315	0.199328728382179	0.519473113440615	0.411532855678803	0.579152358183258	0.478763037887965	0.399042170893168	0.250613608634006	0.246206797255882	0.603180922429154	0.824709541236351	0.876820154514406	0.901720868590521	0.916941694517235	0.424250125755312	0.103800359588772	0.065222176150051	0.835416972817127	0.39763959218298	0.544708670023309	0.70947988107893
Leydig cell.m	0.903806372994387	0.826969681639716	0.3314539221544	0.753281032730869	0.205630507900391	0.159238950961339	0.7899871631624	0.109551998722501	0.478956433919571	0.806566145690785	0.0915832334461339	0.161214829667732	0.13259582522651	0.850375196562946	0.172795282252343	0.290289064915793	0.717451307873104	0.568889463273173	0.7570922540051	0.772444152491847	0.763422149542678	0.745122868723823	0.836645978982952	0.651446861640255	0.716163891754554	0.26591108470083	0.672917169465375	0.604124015649488	0.599385306332184	0.659162683246762	0.120795688071236	0.42542214329025	0.601392206164925	0.267342249386406	0.455116356810086	0.653037668762817	0.764786190445873	0.726656141729467	0.178056730770731	0.733142634703467	0.300433034147008	0.216988053252746	0.49063620399785	0.447399609524747	0.795434497744797	0.416057494207629	0.696322672417198	0.776265152893208	0.0664717945437996	0.176065945524857	0.13766034999106	0.123518857569481	0.727201800881289	0.310857244205921	0.774463797672972	0.692333249475893	0.641787525255752	0.72927274408846	0.271539832238906	0.0729988772820808	0.700551368066707	0.670082553541047	0.521355686233887	0.835282632226403	0.679463651952094	0.786853807928648	0.928801615606067	0.3027531216393	0.717363388794552	0.749236632222548	0.744390067384454	0.600956722010145	0.296633013505202	0.221430211625568	0.348326652410634	0.78425552472673	0.158795031260776	0.315766120525485	0.203738730438659	0.616291969701049	0.440120277354704	0.389473366680336	0.205930221319651	0.65781058979994	0.200256767765021	0.0998464709895228	0.457454533059078	0.414566497763741	0.330432522945207	0.779026004224362	0.901067441114877	0.310188806836488	0.745122274182957	0.442361378141359	0.5881020942918	0.27815244614125	0.675937016315064	0.253241720986326	0.0764825490369777	0.0797911242551159	0.0723518102058158	0.584205594717152	0.651450438723073	0.427407941988377	0.22222372896462	0.218142480854168	0.368820508206697	0.30014325481889	0.227820640546636	0.635721226413234	0.596261014566948	0.619219439467552	0.042216256293498	0.15756513211327	0.844518001278971	0.602319260834762	0.0648895624602734	0.12386282359474	0.0916492694984762	0.0740917742385328	0.770535902852474	0.758665023297265	0.492029551411507	0.690272505189296	0.723034528208378	0.670023486365582	0.627531240696689	0.592442109032069	0.543419176725288	0.665606150533785	0.396973187165416	0.886627273619632	0.574600336830031	0.587553922187559	0.781238969160246	0.700150037055635	0.0587073517143141	0.128011152231285	0.562667240127495	0.592244137525551	0.531696012995358	0.384947962178916
Neutrophil B.m	0.460628749554163	0.324285623327814	0.806540206175322	0.633151830664155	0.850520897427419	0.891504169662432	0.434408317449905	0.802848352536092	0.797771143737346	0.281649797980773	0.859682871271908	0.817403573396758	0.801916417639497	0.423585546811657	0.750746388765024	0.731486109456607	0.589166285699039	0.14936175925174	0.239294629316884	0.229062044206085	0.303015376619343	0.518925360712588	0.21003595589812	0.151457014546295	0.0930287281014076	0.818282249107681	0.325886556760042	0.439599092437576	0.058854515775503	0.100492304695698	0.842586056112028	0.689494129508156	0.541915523880153	0.831151304721696	0.783564262961086	0.429263820565601	0.292523481697317	0.499891324027628	0.814912983486562	0.339654417057056	0.535746700782282	0.757821138903892	0.592557391065589	0.673854637882572	0.056711233612378	0.233202864617517	0.0651476747824895	0.352981081719935	0.903507644192999	0.665778914983224	0.673343755792897	0.789579941662365	0.335298709059613	0.477943396556143	0.1753776453373	0.0709402152618089	0.497278051169717	0.126838817343421	0.715954878695808	0.842796566605647	0.484420685043823	0.241438524895725	0.111030514925785	0.406032814176696	0.137421180107065	0.303935713369796	0.3027531216393	0.812077753514294	0.187586894323986	0.638710594275351	0.541351549473335	0.221546586694617	0.409897119537563	0.849259127683396	0.492305233237927	0.716267607365379	0.745265793249689	0.681853981344598	0.837382462194619	0.610285876185873	0.111850199341376	0.676908021232682	0.807379553589716	0.253595011526471	0.839723681362743	0.763656050612137	0.0714154139954798	0.619885656537893	0.870055500542998	0.0848833720191205	0.109145535202958	0.23189536813594	0.436576414950903	0.48059281823101	0.544104888402542	0.278839773386686	0.621569617583531	0.678845601184749	0.772708951728306	0.798270457446559	0.870489279815052	0.211074641425454	0.280886756366229	0.189446319726159	0.164639808095775	0.293328821922995	0.176766318563613	0.32028939008409	0.56563568071142	0.112314973540092	0.101166942073945	0.235133213406848	0.891828957181307	0.924469939202528	0.652221718057104	0.264011708750711	0.872156961435004	0.896467449870018	0.869198816907013	0.867678737781795	0.438584841427156	0.318287919073213	0.557220588178823	0.64384923850562	0.753292367823477	0.7488687249685	0.538459111228613	0.608275245264467	0.368399732506753	0.583590070458724	0.177032739073068	0.353643249593822	0.189294075094103	0.0699587293699007	0.0861407297391009	0.735444036661602	0.871444073641786	0.887209720946809	0.198409084568667	0.397703785312159	0.258440002826498	0.137485717465481
Pancreatic endocrine cell.m	0.373917431447395	0.74437135058826	0.182589890016567	0.567342789215424	0.164446483841803	0.109290492897874	0.750807483455417	0.220385152413422	0.383269394576125	0.92858758025952	0.0996367379292126	0.114415535119082	0.158235548674302	0.550823470603014	0.333865953312292	0.288685529844193	0.71458001547383	0.63800025221257	0.928100481414681	0.765442572285927	0.558894051426801	0.741648393922511	0.895593455617204	0.552051253343813	0.80178563616803	0.174058199339752	0.694183136321001	0.636054930029926	0.723544233932976	0.56600950251239	0.244532053924547	0.513026018403422	0.537782468304512	0.11517084895189	0.332414335372519	0.736574669409014	0.523199279581226	0.718352144442941	0.169256733966234	0.504514807895032	0.390524510057059	0.176218174749227	0.479175281943137	0.261590207378628	0.812876894405139	0.677543900079253	0.819174469801623	0.779683077618651	0.0698657634421824	0.295495159697473	0.259516106281226	0.150708549203859	0.458900335380801	0.596047658498719	0.598432226876648	0.886164079802042	0.77042831382568	0.94464916512298	0.287805940236088	0.180187059803109	0.749263931583043	0.632518456157184	0.945200617679382	0.627773352902434	0.7589071524729	0.732304008397725	0.717363388794552	0.187586894323986	0.977178675754625	0.522524647030185	0.865879077409932	0.647768074488802	0.572858833761696	0.213095437051322	0.437405921048578	0.640864603601676	0.194952382723152	0.477176445914902	0.160947971265026	0.400999090199087	0.948901835362566	0.282566691096504	0.345496444741474	0.618448749648698	0.142660052962623	0.220413317469149	0.82401378187207	0.466684048394348	0.301644518979351	0.7877988627868	0.906771009933511	0.366886213199971	0.690110976681316	0.43063729555403	0.31583108615914	0.660602787244401	0.570553239773743	0.215582995324964	0.0750915620612427	0.214248280746664	0.0538526230974204	0.176188858597465	0.16194597889258	0.32593997693879	0.303063867577711	0.388480604097228	0.223397897538823	0.320471518244547	0.211473919628633	0.404165198219534	0.513812982595883	0.502287804992192	0.0900200229061248	0.145520485817358	0.618059345187035	0.44877711511414	0.040695036509019	0.142191805599659	0.308711538968006	0.0331046880050557	0.957343011581802	0.882262869089922	0.615611074517441	0.880134939019445	0.860903466087357	0.817902381411428	0.89370912145419	0.854718983472768	0.646924887206078	0.74115682552115	0.687227147416458	0.719203852885467	0.263375462473004	0.592474079515911	0.605077772929342	0.848594293316724	0.0327349966162166	0.213331261865353	0.508495111165206	0.93049185530774	0.667909067774641	0.330414392211859
Premeiotic germ cell.m	0.677299338913075	0.785358802904943	0.68321154894546	0.427341929071471	0.500979662418818	0.535431839961991	0.848071407221467	0.263753662781782	0.796686637924497	0.885240706806355	0.308404606336132	0.513717577152693	0.522448029707706	0.982904067031626	0.0504738872337287	0.252609113369752	0.742281438318364	0.108762717647149	0.86694453936495	0.606924030064853	0.625138497191737	0.785024977007637	0.804309291844318	0.362265983261316	0.225897805474129	0.655860074013229	0.469219559532891	0.54579238185019	0.273273588393922	0.188739478702718	0.0442897500231268	0.566884785934971	0.664732290610055	0.453794894104508	0.739155415962217	0.5978531450865	0.566691280019809	0.808053983585293	0.292416968357395	0.97598018158291	0.32604971851271	0.447454297000669	0.319351606241071	0.72221603060492	0.326516737659632	0.0492438793495259	0.133564578791844	0.710439481815204	0.275142514914837	0.17515912637789	0.0148225073471877	0.183790523603003	0.544641138626651	0.222478993986427	0.678559044624725	0.149997623033903	0.509409270857351	0.650356252622288	0.305841913794456	0.120039017403591	0.807459220716528	0.602050787256011	0.135068949166842	0.800678803162564	0.234193529693405	0.730880435580346	0.749236632222548	0.638710594275351	0.522524647030185	0.942414191820837	0.818768257059396	0.392884311100292	0.249388433435791	0.370340829889961	0.258926526081039	0.633085790371853	0.273224191952292	0.527002441457433	0.756840226604342	0.528319438240792	0.0359969611803616	0.314355043064674	0.152978267953654	0.45466088916788	0.458042385475542	0.14383087486977	0.14272660357321	0.199898265837617	0.493085305313393	0.287686065624425	0.46457403756302	0.205476175212362	0.699056804660309	0.241735629284506	0.665794837919853	0.174356261403277	0.689414999470142	0.568923462861826	0.162706261301989	0.100548682802263	0.260923792693397	0.79454885189089	0.889944554358617	0.282102338223778	0.153131803073056	0.172111816034268	0.188306254291853	0.20720420467056	0.493787100356316	0.353102081324741	0.241446516564425	0.401687211960712	0.358063709156065	0.32679051371175	0.644382349100557	0.191290149252087	0.377957680437627	0.361444752627035	0.344860070781438	0.342643075864805	0.918499443645746	0.878092664398443	0.449174798814365	0.796575984288678	0.787273892006018	0.789082078393197	0.740503226163219	0.763149648597853	0.166062422055182	0.560720934014523	0.365073472514645	0.781176942072607	0.5091986620195	0.413168913214155	0.43727425795117	0.816743655510595	0.441172877618889	0.344571312446273	0.475427316617981	0.572955721810468	0.421938598526911	0.287815234589529
Pancreatic acinar cell A.m	0.529366960721615	0.844357077753366	0.61498566877225	0.613933728827355	0.26532908287877	0.311089492555146	0.859682814738919	0.199963670649845	0.756013787320604	0.88477399054035	0.159912183190744	0.311406560780648	0.333270688587716	0.661016305217955	0.111087015273574	0.422578539975903	0.825619555136967	0.249094588419114	0.615189096694529	0.795210148018692	0.639744518338839	0.799400527766744	0.853669002919057	0.441011672095629	0.479286150217806	0.492725649335152	0.664309997503706	0.511769875903679	0.496033526484199	0.283693928253208	0.130902609227641	0.633834140866943	0.743457636791344	0.395759506738175	0.691690606339179	0.689460844276191	0.4648770540482	0.860050864839696	0.304257656214371	0.595436516868533	0.397464881307023	0.430399017165994	0.425672129073636	0.583524959883309	0.60959770019519	0.256195055159957	0.365423727560463	0.851565226326951	0.157054828071083	0.188625629653701	0.105103628926874	0.133363976928695	0.405771044113336	0.23892293314168	0.789315323749612	0.508450610356196	0.793784046106184	0.507394111529358	0.287462071497682	0.147270138403207	0.838825782794141	0.656271396403419	0.741239924214816	0.787201053998189	0.364842316067541	0.808288463278455	0.744390067384454	0.541351549473335	0.865879077409932	0.818768257059396	0.94319011684518	0.55710656037001	0.53298903476994	0.374321720325962	0.374296602984329	0.91112680153006	0.129601458444902	0.588221990529377	0.487045427775317	0.49748569970617	0.72111976985987	0.258789499161561	0.181651671738976	0.650725339603779	0.226497451463545	0.105980795607991	0.342150506210268	0.591209913256573	0.478444753367921	0.528512813353189	0.429895187474217	0.360336605210002	0.817863739588881	0.478067783244603	0.622675755215965	0.164194139897524	0.82379064419455	0.458272436473368	0.0561963655880137	0.137740053123727	0.0809973701118305	0.470768829004963	0.586573211057173	0.199678488998109	0.164021655020701	0.293148744940996	0.158347096126575	0.364232970623491	0.226636483230077	0.349780240070596	0.470710774264632	0.568711447671872	0.224841422973167	0.296546896698964	0.867926281426114	0.405920834485356	0.169567144148768	0.302741185536872	0.149473688887983	0.104274969577822	0.504014579582814	0.443171497173062	0.739448928305499	0.799689197056773	0.796371904120363	0.792005113697301	0.856444080004077	0.768485296153771	0.710479275898255	0.82386760519374	0.327262312400328	0.731355547991011	0.387713731789289	0.512199125992015	0.629149670015263	0.770235364814615	0.127662168691195	0.280359159926666	0.402772030185005	0.71034314041251	0.382707364620111	0.246736430506934
Oligodendrocyte.m	0.475521753313346	0.738678882921667	0.214973399243086	0.372278213215154	0.162135720754512	0.215526350677941	0.674763737615214	0.410510866580787	0.217882595266459	0.758465381806936	0.318397400627776	0.240858765544045	0.276502371814882	0.176672127656149	0.492760952287019	0.446310815257972	0.267395504536533	0.830714150115516	0.868171517242056	0.788302342159146	0.629323602252923	0.326980613847091	0.81103152835139	0.846961297948605	0.847815244132668	0.311854228391365	0.729578793341089	0.45134261096881	0.857454730115956	0.834172057953603	0.266430654586211	0.142208908785573	0.267652393368463	0.313940301599826	0.213826998673149	0.432168386415417	0.536051009829621	0.591173778993486	0.53710421468788	0.196308812820322	0.366410595776097	0.432060798816437	0.681450679992064	0.381586823227552	0.877493186840745	0.772702503460297	0.87479396425301	0.709204507602417	0.238178374175712	0.515521463386752	0.466941297840475	0.477761599302779	0.663846641990069	0.445155709668858	0.689122833664871	0.881813963563797	0.4432487632269	0.918474533628613	0.310125999020891	0.282540285472692	0.602603674397906	0.818086613509617	0.797134338622305	0.627131084618801	0.860263664442129	0.741890782406033	0.600956722010145	0.221546586694617	0.647768074488802	0.392884311100292	0.55710656037001	0.855708373904576	0.562408398125875	0.180775453453992	0.543778021211819	0.226611509227336	0.347238470621841	0.165878970851219	0.134031508967405	0.578549789302055	0.888794630684925	0.455609432818951	0.394888022752826	0.57878896968441	0.165092461035047	0.452786686990139	0.8220931265851	0.210197764896867	0.218988463661557	0.891322695063522	0.851576164962162	0.693987657534255	0.754277657310046	0.611097160252333	0.582299293469527	0.549082656620754	0.372604208901715	0.328348901747968	0.415104478352219	0.205246288606894	0.257269388539837	0.36773820948718	0.243261806673741	0.815018093647445	0.832727216863515	0.682964602835054	0.792474718174991	0.694964145974705	0.260813014506531	0.895658013448441	0.879888894578117	0.862034936940556	0.248639948840328	0.155441651236292	0.234666110885188	0.813062694341263	0.27689049573867	0.214814522793138	0.320721862538724	0.339832292428681	0.670696481712267	0.894038220024436	0.346627987611792	0.431987031675238	0.412489467199143	0.402245168128864	0.449429467674482	0.392205730409043	0.249853467772952	0.483567740177394	0.928373230008975	0.787319628624242	0.806558942667479	0.830314189137684	0.835874037961345	0.421935790674029	0.233180851367096	0.19638296909443	0.84572541382668	0.479521493969422	0.75382689277575	0.723423744008743
Epithelial cell B.m	0.213696319983834	0.438558326237462	0.306855956711731	0.59696683760859	0.374086390489861	0.461608079750565	0.352091143382996	0.638729680001494	0.210648101044551	0.152906880460902	0.563547116629299	0.617496149941136	0.448957023279695	0.134981280125685	0.604354143894605	0.303932817454508	0.85391559817792	0.711607514137394	0.362380326330867	0.570890887458179	0.512303275174876	0.737247643468072	0.298837784881409	0.756389714583159	0.768404027222171	0.339654355721691	0.377881967766569	0.690909273020624	0.66555059902644	0.8385060098992	0.690791379082188	0.768303320584606	0.890881673134448	0.477076532744419	0.241635694753246	0.784288872036828	0.408340252149104	0.467798659937554	0.435475689015426	0.107333526833291	0.423002260306858	0.456331730936052	0.402858151088393	0.373257399159728	0.609131449008338	0.634967259377995	0.782081883447577	0.396802884023054	0.427474112751254	0.55831022841538	0.520134323397275	0.651279526123171	0.401289795883921	0.651950902735097	0.244961561299431	0.809788064618665	0.844635307737645	0.248075593036899	0.483601259619579	0.691134510234604	0.48513076085778	0.548322412974342	0.841298806475777	0.281899527471907	0.742809171921855	0.430608922961445	0.296633013505202	0.409897119537563	0.572858833761696	0.249388433435791	0.53298903476994	0.562408398125875	0.750936967632027	0.55655066115032	0.509166869473513	0.788529244747303	0.650824149146554	0.749219217313928	0.257364022983381	0.404796621162894	0.836302272749949	0.459134941153815	0.313811966034379	0.74859075627087	0.449832891297186	0.648845439246519	0.525995912651401	0.742270940922686	0.182598313439149	0.733971538829302	0.303261732962147	0.464165603186567	0.372609967839827	0.247744347686031	0.088888399920925	0.745189579114754	0.737093877197811	0.413724778402147	0.418102057657841	0.426020811484178	0.392164455915791	0.282736985098073	0.157383029125612	0.788452037307446	0.674637885201377	0.76486795305251	0.813347859860464	0.78294726816981	0.23638660188371	0.74667551635444	0.699536162132435	0.846939230822124	0.628040972302569	0.60645295022455	0.898947180842585	0.706274055145435	0.673796926467441	0.711053274549584	0.413651712227939	0.589163326189863	0.0595253353136379	0.0704092871609866	0.937171267996125	0.466834974747909	0.499361065914191	0.403664334535644	0.509999087213104	0.590297603748494	0.677650509553494	0.792829770297062	0.523959252215205	0.341732759400575	0.688112087446619	0.629476027125023	0.716446496754278	0.498619167841578	0.396638334740902	0.479897363965179	0.76176162707253	0.362557669440174	0.53050687462087	0.681214782935686
