Chondrocytes A.lz	Chondrocytes B.lz	Chondrocytes C.lz	Chondrocytes D.lz	Cone cells.lz	Corneal cells.lz	Endothelial cells.lz	Epidermal cells A.lz	Epidermal cells B.lz	Epidermal cells C.lz	Epidermal cells D.lz	Epidermal precursors.lz	Epithelial cells (Fin).lz	Epithelial cells (Mucosa).lz	Epithelial cells (other).lz	Epithelial cells (Otic vesicle).lz	Erythrocytes A.lz	Erythrocytes B.lz	Fibroblasts A.lz	Fibroblasts B (Fin).lz	Fibroblasts C.lz	Fibroblasts D.lz	Glial cells (Peripheral).lz	Hepatocytes A.lz	Hepatocytes B.lz	Hepatocytes C.lz	Inner ear cells.lz	Intestinal cells A.lz	Intestinal cells B (Exocrine).lz	Keratinocytes A.lz	Keratinocytes B.lz	Kidney cells.lz	Lens cells A.lz	Lens cells B.lz	Lymphocytes A.lz	Lymphocytes B.lz	Macrophages.lz	Muscle cells (Pectoral fin).lz	Nephric duct cells.lz	Neuromast cells.lz	Neuronal precursors A.lz	Neuronal precursors B.lz	Neurons A (Brain).lz	Neurons B (Proliferating).lz	Neurons C (Spinal cord).lz	Neurons D (Brain).lz	Neutrophils.lz	Olfactory receptor cells.lz	Oligodendrocytes.lz	Osteoblasts.lz	Pancreas exocrine cells.lz	Pigment cells (Iridophores).lz	Pigment cells (Melanocytes).lz	Pigment cells (Xantophores).lz	Radial glia A.lz	Radial glia B.lz	Retinal cells A.lz	Retinal cells B.lz	Retinal pigment epithelial cells.lz	Rod cells.lz	Satellite cells.lz	Skeletal muscle cells A.lz	Skeletal muscle cells B.lz	Skeletal muscle cells C.lz	Skeletal muscle cells D.lz	Skeletal muscle cells E (slow).lz	Smooth muscle B.lz	Smooth muscle cells A (Vasculature).lz	Undifferentiated mesodermal cells.lz	Apelin cells(H).z	Apelin cells(P).z	B cells(H).z	Cardiomyocytes (Atrium)(H).z	Cardiomyocytes (Ventricle)(H).z	Endocardial cells(H).z	Endothelial cells (Blood vessel)(H).z	Endothelial cells (Blood vessel)(P).z	Endothelial cells (Heart)(H).z	Endothelial cells (lymph)(P).z	Erythrocytes(H).z	Fibroblasts (Heart)(H).z	Fibroblasts (Liver)(P).z	Fibroblasts (Pancreas)(P).z	Granulocytes(H).z	Granulocytes(P).z	Hepatocytes A(P).z	Hepatocytes B(P).z	Macrophages(H).z	Macrophages(P).z	Microglia(B).z	Monocytes(H).z	Neurons (CNS)(B).z	Oligodendrocytes(B).z	Pancreas duct epithelial cells(P).z	Pancreas endocrine cells (alpha)(P).z	Pancreas endocrine cells (beta)(P).z	Pancreas endocrine cells (delta)(P).z	Pancreas endocrine cells (epsilon)(P).z	Pancreas endocrine cells (gip)(P).z	Pancreas exocrine cells A(P).z	Pancreas exocrine cells B(P).z	Peripheral Neurons(P).z	Radial glia(B).z	Smooth muscle cells (Heart)(H).z	Smooth muscle cells A(P).z	Smooth muscle cells B (Endocrine pancreas)(P).z	sst1.1 cells(P).z	T cells(H).z	T cells(P).z	TNFalpha cells(H).z	Undifferentiated cells(P).z	Unknown(B).z	Unknown(H).z	Ciona10	Ciona11	Ciona12	Ciona13	Ciona14	Ciona15	Ciona16	Ciona17	Ciona18	Ciona19	Ciona1	Ciona20	Ciona21	Ciona22	Ciona23	Ciona24	Ciona25	Ciona26	Ciona27	Ciona28	Ciona29	Ciona2	Ciona30	Ciona31	Ciona32	Ciona33	Ciona34	Ciona35	Ciona36	Ciona3	Ciona4	Ciona5	Ciona6	Ciona7	Ciona8	Ciona9
Ciona27	0.659072749526819	0.279269186322978	0.722212105668801	0.761212351904568	0.288990737413259	0.864280743840576	0.639628218330391	0.726511532607556	0.79790664801809	0.783870900055284	0.586559295059901	0.831361985958723	0.805653823146014	0.572556153324793	0.506075942065352	0.527229127703902	0.868988535100231	0.597988455994896	0.700644727749821	0.793694370299794	0.879066626887841	0.379112459097186	0.292934855375334	0.557676659742714	0.803124435739813	0.720875729783012	0.565483979111106	0.780198063222096	0.69516993476062	0.923406805690251	0.794404765920138	0.645317531846742	0.365691149946349	0.712722114275938	0.928031244610878	0.708765741345898	0.839670553675302	0.955991391757245	0.609921742348875	0.710088559908214	0.90134590881266	0.705812364162172	0.399647600358428	0.930748513614514	0.254072348790649	0.380879986397534	0.58724058584344	0.434002826973138	0.396550972744563	0.541809721528037	0.560322219853782	0.772766243756552	0.525246027983954	0.755547075560567	0.527444087803534	0.63801298009282	0.243872845600584	0.234149583562014	0.362776451119978	0.529909079028379	0.926090888012289	0.591807276907842	0.738811271567456	0.57548447612913	0.768915873519956	0.482626484405357	0.421937315542356	0.424405887686971	0.542064150223842	0.103700864498238	0.0957566395888662	0.33763689038965	0.368484754951133	0.590506692198829	0.169901491661298	0.306444027074513	0.220072292464315	0.183982635581794	0.360446227817777	0.226279892940898	0.217392760336418	0.156014992158905	0.307723246173851	0.313009693251732	0.354424561585769	0.512219156588394	0.0720929066230259	0.467775067115363	0.466326776653524	0.287952607590206	0.392210745254988	0.24164397083345	0.293033362636245	0.278614862025955	0.458070762124254	0.452636883248978	0.472441357726401	0.55590855281679	0.376824976845207	0.193688368711592	0.383008915625327	0.145668942688575	0.498305685755521	0.347226488879929	0.214190941336993	0.302883972688212	0.403776244048439	0.610407115723068	0.365816657088141	0.462003938300795	0.260085567611203	0.224137795072334	0.296686847226824	0.0442758197534979	0.0397509703958627	0.0653770478998954	0.0490991376977836	0.0893111939429819	0.344189156892846	0.0320498877561859	0.627988855674444	0.162830306947888	0.285897026683301	0.410584301117851	0.786575951312716	0.286935173829553	0.15761291093815	0.413834941023662	0.621725740043827	0.627334094754639	0.730205047485413	0.792140812742834	0.772473882145409	0.0829353249707024	0.660720354257769	0.168019155781405	0.0693032279473508	0.716512618530022	0.681260917458254	0.638775991638825	0.636788821688648	0.593764904314848	0.739869780279003	0.544091277688513	0.569866720338636	0.173374003449192	0.450183386823474	0.0988736633063602	0.0567656282869513
Ciona28	0.511590003797238	0.287158489168255	0.642501064704806	0.600038147733734	0.24357240987989	0.691294239238262	0.563944173781256	0.76176204779172	0.796079335869565	0.786818194153977	0.658166518278163	0.852997445966094	0.716080394489351	0.581491275072648	0.494669666100789	0.379209665728529	0.753297217736506	0.552484956678195	0.559684628284365	0.671827783925642	0.719858616984711	0.280127675882421	0.375924603542196	0.581427075664912	0.785812464143487	0.763843562364899	0.636480467099924	0.737706919311502	0.66406102785407	0.852985432692742	0.784247271770868	0.704000859174346	0.394179838810281	0.72469755295727	0.827482371710034	0.540020714123969	0.803409363826389	0.802817827255782	0.476827715826719	0.695925056999191	0.730081622478754	0.54715795821583	0.401433763646137	0.770676513136783	0.299452201436419	0.363936016850097	0.508043574071466	0.390716485256115	0.591114971304292	0.573168888715781	0.609321356489093	0.6850884165425	0.561895909456921	0.719720292561914	0.597400689413275	0.515911291138797	0.262269394784264	0.258074892308355	0.473792515073131	0.415067299275415	0.841700439940027	0.498928056202596	0.806546224134876	0.670553388006817	0.844322190239591	0.573429641934376	0.370168661395537	0.319373456367065	0.390198620229957	0.143598265329166	0.113018994634868	0.425535926513029	0.453317970433452	0.695906921103409	0.224249981429473	0.362576314129876	0.315629018657842	0.219402974713227	0.418239543577457	0.368769985562058	0.239795881232974	0.172770536030016	0.306504797035494	0.223574969606033	0.428022937216789	0.599463549724199	0.123241043665434	0.567362670436672	0.483900547201193	0.340363737987498	0.475961328969857	0.366851974540281	0.369952234162564	0.33775939545584	0.534755106489427	0.559729855055839	0.5635151595247	0.647765453623108	0.476310821327074	0.248280098649227	0.451739842296664	0.252860782843993	0.420542502313429	0.390751007712428	0.256139576249935	0.316462524171176	0.492726416045541	0.580411199324168	0.396321942530077	0.400019189611603	0.333962469805136	0.328625557108745	0.389451466416926	0.0811841316834589	0.0983878319272272	0.102070591645944	0.0886811005206587	0.087130046089033	0.26379585745834	0.0722018022408164	0.652896866673114	0.296333757718105	0.419613956077495	0.619298804993981	0.791749294702067	0.367511311292411	0.249894733513772	0.482906561144527	0.637987827259378	0.607360340002159	0.677815596002699	0.772473882145409	0.771842138263378	0.135564021076378	0.737580334655966	0.181923813347856	0.0739927504400673	0.656297515036652	0.6047839149142	0.557321889576679	0.547521973761017	0.541326466842956	0.758610537850538	0.55392794805129	0.482360885195125	0.224251268265914	0.475575122831419	0.150322296917916	0.0846908773299652
Ciona29	0.234535178894674	0.524310737405544	0.220117762706464	0.216633248984963	0.623646692001003	0.112548843742475	0.324172341880104	0.142045766005441	0.130080707140075	0.111163962683769	0.19489441431932	0.18975709418595	0.145362429739228	0.225334018439683	0.265000868293082	0.42793226136117	0.100878178024697	0.252487635718308	0.215473782234063	0.125525916388829	0.1097283758301	0.497105948035622	0.78421112209723	0.159512667731958	0.0884352932525641	0.0920945644239028	0.41006088437328	0.206265031478377	0.170165511177417	0.0842080860763153	0.0628303749965712	0.246116137142897	0.343692925179611	0.160109485178086	0.0874022732788257	0.136755718756228	0.16604656499935	0.103929022799584	0.313582800728193	0.203012496324113	0.250083695229397	0.390695464475986	0.867457681746228	0.189652273735291	0.939422760285875	0.85752628568811	0.275375341270938	0.887220504894213	0.700893130922286	0.377756042555291	0.24547093843648	0.382019147401863	0.440157087609384	0.229846717079912	0.523523950774349	0.489287684382699	0.845280981041025	0.898664503607103	0.520104954606247	0.652773653052788	0.0910579890778976	0.242675366934199	0.186189361165508	0.199585701562766	0.11322048028305	0.404232916870516	0.436830003211514	0.401486484555817	0.344653984901402	0.793290474584609	0.669118156400555	0.534248716691555	0.699667067928188	0.462199176925583	0.738642643409768	0.814550233839038	0.641335299401017	0.750542040300073	0.549860722824484	0.614838812936128	0.68714815348957	0.535931387381367	0.597617450557906	0.562689559275877	0.519095215317133	0.269046209271343	0.609742896472376	0.485073032595476	0.32237441999172	0.769584975317544	0.563097599600937	0.969797881623954	0.946763259328975	0.441124756579895	0.86338300412164	0.880890784037555	0.799665257536819	0.804346405093493	0.859002937410514	0.31750236600535	0.412749370405356	0.897922307650708	0.832291285143141	0.705443463508122	0.765609251853653	0.595962216873935	0.849286826721358	0.261760526872638	0.271421548572256	0.686401171512196	0.860566457512099	0.888732761374963	0.626444839048788	0.859385206207521	0.90972838906414	0.868025259601605	0.880045782266395	0.855404874211649	0.748392547434746	0.910890004257843	0.348671184574971	0.967762624431575	0.9350471507099	0.70137270511768	0.149966012173581	0.76164755723967	0.935101342190209	0.676556348401246	0.4251356134307	0.416160431740474	0.632890707436618	0.0829353249707024	0.135564021076378	0.924659691658083	0.539718197334113	0.83181292268015	0.836070208035464	0.190064102114877	0.410913778758467	0.56770766446783	0.474863071211868	0.363382057512647	0.258257144281344	0.387645233904695	0.594642094764929	0.873868969479661	0.459122226448532	0.904679528108962	0.859187871734481
Ciona2	0.266606224997641	0.267171982714964	0.353133807772392	0.341127692778305	0.336942771410507	0.326695560952345	0.320967751966949	0.722310863962459	0.686970956857154	0.607483818434541	0.711107425230449	0.640619394132494	0.471893330774398	0.468329733561123	0.445727943639175	0.220092353689667	0.53845552010033	0.730560069140063	0.288303920006281	0.463156389355196	0.344996938698559	0.256342751714926	0.508474587944593	0.791682476377883	0.795989013801229	0.801422160522725	0.710343329308831	0.609618888662717	0.487631315920605	0.612330468940901	0.673752866499772	0.694924546260921	0.635418068166238	0.750537960792072	0.50339933994788	0.413721823424454	0.64371114213484	0.456669079983375	0.320157242319718	0.599053163927537	0.279025654117326	0.296884215499786	0.281072909081115	0.305718484900506	0.373477053017297	0.331933181805838	0.412171321602368	0.307205763707678	0.623541376982448	0.401306925063353	0.696024578422129	0.481364569622794	0.643723630098698	0.523861356362728	0.549886493025701	0.344460356380911	0.408073134534058	0.368601693794283	0.749680600229439	0.289321094333202	0.460922937030349	0.448583668710161	0.847694708663851	0.743764639394229	0.855489814132155	0.754384499105203	0.434413027069634	0.364278031440562	0.267529257679466	0.499222449771275	0.416450659182356	0.637256501033119	0.681401534752726	0.749738307095606	0.360418006448147	0.356552683599947	0.41650992911662	0.300482322816895	0.463945944456601	0.732957724372281	0.235636129795687	0.257513482214974	0.349538343805106	0.260511815848253	0.599819920579548	0.808445197776637	0.422202331963372	0.703349878597445	0.610545914461878	0.555419999273152	0.61140801930648	0.48582080669305	0.547124026361205	0.543556359992512	0.628610012332403	0.64193680968037	0.617496821477541	0.621004540541797	0.587805585010755	0.666196985902368	0.665309403867045	0.444608713483744	0.244509640144603	0.425071542709966	0.388576431115557	0.363369571168136	0.597014867726904	0.572791217815897	0.617360901231471	0.219427094750075	0.554290860302662	0.516139162686112	0.410283875711675	0.485837104597269	0.501393734904735	0.609468060509111	0.450048832994898	0.419511698677039	0.209461826576435	0.406752370966553	0.680038335963473	0.73496404019614	0.755304836520817	0.789256464173824	0.785841612585624	0.74627932977986	0.565282152589763	0.647636537491862	0.673208097770379	0.560290979527808	0.379719818957025	0.660720354257769	0.737580334655966	0.539718197334113	0.809902666102412	0.356385182045987	0.265763811903966	0.337040655989089	0.27998607530452	0.237930912309751	0.255115839499325	0.30985281984255	0.766250470711982	0.62648860946569	0.246309644403686	0.436983822521212	0.631515915718805	0.496379476150574	0.534479236759338
Ciona30	0.531092886745717	0.619097876587187	0.499588303644312	0.48237892634576	0.419641581808444	0.265053089719296	0.35983309618645	0.774125405368557	0.77501024604934	0.6476407634644	0.870329596228706	0.645393819870002	0.470752139827216	0.566101232647242	0.44252693466606	0.543541815400947	0.378071608978182	0.738981078099094	0.484521214565535	0.307270203457144	0.263213538627425	0.659033860180086	0.658273333910067	0.469832933716494	0.618010853068334	0.520216756917325	0.697658154929062	0.729058132549085	0.721636512410599	0.445427692662883	0.520594031410383	0.549605420727229	0.428691154239892	0.19384286605389	0.267153288033289	0.326078636608295	0.459231361799024	0.250636131861563	0.603312238326211	0.481914731705461	0.219735635619717	0.202545021523557	0.360261898496172	0.231432285645835	0.387342173036522	0.285078994465717	0.264933437603754	0.640140220370745	0.656877881328156	0.347810399934927	0.213006826398803	0.359134538417209	0.81785153121201	0.48546351223826	0.835586771694231	0.184046810389567	0.445196125144796	0.31201675229028	0.763828034147207	0.465989658316551	0.300481765135318	0.446545436310887	0.569323701150168	0.587331563391167	0.447003179044064	0.264729627649267	0.438891445418567	0.485689680377167	0.492122453848258	0.60843777074207	0.465574531705869	0.390139774517906	0.404303871231688	0.509867682950507	0.572093837756986	0.67164441689506	0.612721918649326	0.57909487302077	0.63686462885441	0.743862209343415	0.734817049628193	0.656552837848969	0.685865985616064	0.175750094030412	0.355796303261512	0.61904795880032	0.754841592810513	0.582154995283869	0.536090932152305	0.504068295106185	0.692493824032716	0.496050119274339	0.602213525625463	0.60640374402079	0.524520550165103	0.686410056801205	0.535533239145498	0.576627614876811	0.601233250020065	0.444929113178993	0.395442177116198	0.567672897303087	0.415458148973722	0.627259954360163	0.65036589682312	0.538044408481529	0.512771355294928	0.303713760132146	0.380704355376696	0.496280643464376	0.523194978103898	0.598076720662755	0.483538375642654	0.771034649077171	0.807661238770056	0.78906760044097	0.763118844004455	0.751381857845789	0.615092593581252	0.795208964994869	0.199710367543195	0.863975950471429	0.748064749384295	0.465129659403075	0.1900376977944	0.522512838095233	0.827847937398358	0.369904783390447	0.207151884978952	0.349712106807982	0.597594282697376	0.168019155781405	0.181923813347856	0.83181292268015	0.356385182045987	0.786182902584493	0.757175705536501	0.594531804411294	0.624216351023458	0.696808545118403	0.665849317546825	0.635396656265222	0.234743780918033	0.484203220169429	0.604914311498381	0.748853151533559	0.478851998055684	0.82738086751734	0.785149332790043
Ciona31	0.412948805593041	0.70999867345586	0.349921297669109	0.554609021305963	0.488809934266574	0.174268100838683	0.550785474171729	0.463090479006501	0.434023572835308	0.329193363513583	0.703204743434331	0.354050131070374	0.488452554032329	0.609644927711638	0.634379562000923	0.550286255015573	0.224200138757133	0.513938895860559	0.397854121534698	0.239114049968795	0.21008543681614	0.738049569416284	0.811442193252202	0.733576494251633	0.561049229486533	0.683886210508771	0.366486761782479	0.50278419456877	0.656044893864477	0.348997853259309	0.448559731623683	0.603332902442367	0.518796763731521	0.309539323112857	0.146197692194096	0.486806094808482	0.42055135251852	0.137197822582313	0.520212175511368	0.494983106009627	0.107240930708479	0.238387860488733	0.295765984813031	0.113042163575661	0.534720080072487	0.3280341459912	0.639167708308937	0.511867817073301	0.679299440067784	0.767611282596646	0.400541143798054	0.46758124631507	0.649087407230287	0.387478234605054	0.452387201588517	0.348163577051515	0.519220722574858	0.49722751926278	0.619904913980035	0.275001582530915	0.171878181070731	0.403760233508509	0.372082507063929	0.530153563696033	0.245988363489261	0.494134761995603	0.824342647202714	0.783752370671605	0.485103373182217	0.906259540460651	0.917752573270738	0.492125441518572	0.687973835799639	0.591606233379487	0.845259622648921	0.74272353162862	0.855934106341658	0.870804756677637	0.833021087871441	0.696127700901727	0.766162184127429	0.89147219156424	0.837040507637144	0.758382232169262	0.871234665982464	0.870660601155006	0.92111450360474	0.708560830612825	0.784022789694053	0.691737733791141	0.733681885984979	0.561006440535887	0.657811719436981	0.874941635605831	0.575305063313869	0.676970426617095	0.468607398562112	0.3766665695481	0.595503590176021	0.899681249736004	0.792121722613593	0.84529102993031	0.337088802128481	0.832884500242848	0.877450288139356	0.82118881188336	0.473034936748953	0.334938600889765	0.634130201004868	0.701331204353052	0.636854042683663	0.668888750916573	0.555697262812829	0.816611885383733	0.836402263996606	0.829139653375975	0.811959410161801	0.825103349662105	0.707379852692415	0.842712762143143	0.264762721397607	0.846502655893666	0.709840355046588	0.599616755420368	0.0710077642791629	0.743884319334701	0.775089452817941	0.632926719729688	0.404953650198055	0.230564734692773	0.330251230300023	0.0693032279473508	0.0739927504400673	0.836070208035464	0.265763811903966	0.757175705536501	0.781005756986542	0.349481385271915	0.42945996511375	0.613255894523269	0.488045435850884	0.521085590521631	0.0976743595245603	0.332020757643421	0.490052653363597	0.755251463122746	0.518272425062899	0.869092056039064	0.811592205882774
Ciona32	0.708792210057065	0.434390410791472	0.662973136597765	0.801705750309739	0.452250932898103	0.7899739228815	0.504201668193803	0.53021508361845	0.567932427477218	0.513479617020102	0.417109247762591	0.651269645256911	0.802635507718925	0.433089327405569	0.46405696906323	0.657547852189985	0.851896271711677	0.722193035569404	0.750250801012713	0.642102123285292	0.824640701579668	0.492630148934848	0.339097034693784	0.846288191002565	0.922854551312003	0.89374666386739	0.352493571014447	0.910015342902163	0.896578609657186	0.837643298573969	0.823554398933772	0.864954123823038	0.512410573317228	0.569692883524144	0.848539993263772	0.745133764035708	0.802616802103136	0.854282670122085	0.704825307864485	0.482302952423623	0.813693281426509	0.698568119495685	0.178983235976447	0.862906571674568	0.0734216836687143	0.185876898076202	0.617469879335368	0.31180578560653	0.252770886350315	0.287824070605492	0.525104646871053	0.782832079844464	0.60977217335278	0.822372783956012	0.716626386422976	0.585908464290174	0.216005579214205	0.362167225411253	0.670303173792999	0.657480207251112	0.828104799547813	0.685911520914139	0.551234175481262	0.378854576294664	0.542651423837815	0.318942071978557	0.352007127649774	0.516335696629905	0.572965493559334	0.309399653842054	0.458265174133915	0.479326900861683	0.342091396831552	0.482404571856485	0.418097802253808	0.217943291616219	0.342600216121597	0.391159813235002	0.377552177581611	0.361858965073828	0.642164598425338	0.691158892924759	0.721591346684999	0.573061170324285	0.494653099439311	0.844123704951616	0.464625883161753	0.338775631777263	0.540581718090322	0.194937030187602	0.370787301155277	0.0569863610372997	0.0723939585809365	0.480929033086546	0.346053989369149	0.305640494245449	0.196560761900924	0.170981642945721	0.250359262702907	0.79939314394706	0.573756383308506	0.253538857971267	0.717116281341245	0.309100464368737	0.321068784803993	0.596766673232308	0.30792417474176	0.60560925455553	0.506733489649464	0.480279240673274	0.191516036339231	0.266317978014068	0.5766475473971	0.135722141614318	0.126961106853892	0.202516830089974	0.139621420140513	0.179217384814935	0.564223599741368	0.11493822042973	0.34856320991502	0.0617016854209694	0.0565655161970758	0.177607860302668	0.620813730540019	0.0925353566149334	0.0596274449715275	0.205900693027026	0.35814946827778	0.58432962807436	0.768542170143462	0.716512618530022	0.656297515036652	0.190064102114877	0.337040655989089	0.594531804411294	0.349481385271915	0.849202068850213	0.809027467525605	0.81178740236319	0.798920949312542	0.739987865915051	0.537964769444345	0.651494262161198	0.520575670669035	0.134090221419264	0.304278232863444	0.123660831331499	0.239916502079969
Ciona33	0.814055057813584	0.520193703399395	0.781253275544685	0.81283719477944	0.309230785544672	0.929000553674676	0.641653820763243	0.41890084213453	0.475991904829496	0.496235492603694	0.324641316813757	0.638549701278664	0.827445570009572	0.541585893483004	0.471687746153898	0.777328481437104	0.730914155623362	0.440765266782703	0.903314275177252	0.85763917596958	0.877261163382673	0.618563937149561	0.500406532310892	0.63952987797643	0.773722105399225	0.67723118575836	0.397957018184159	0.629272712575821	0.538925464842018	0.775522072723547	0.69016313314948	0.507046596661336	0.299797496440876	0.576352503940223	0.843063076164454	0.575999587357059	0.534097641818584	0.842414697420586	0.696059942732433	0.5659917097891	0.89903592550145	0.733835624744319	0.258081271596249	0.898879275623699	0.161826027998467	0.190325623791901	0.481453497609185	0.268463415406346	0.252481574877031	0.551876023505862	0.34759120276493	0.822931272581315	0.508251185667409	0.690119350772255	0.74011912188701	0.633598305545947	0.220558410989529	0.177872189346738	0.576438079575207	0.531104858254977	0.870571943473527	0.459675930494401	0.50584880551274	0.419801242576365	0.538937799429313	0.390205233073856	0.345055419769236	0.551802187814814	0.827473686530469	0.344939148466488	0.379761616982898	0.27891062239467	0.338982688995243	0.385628522990215	0.427405433445978	0.407521933638844	0.401317132395852	0.461391421394816	0.38584075374615	0.288897603510872	0.713814925117267	0.563845107527595	0.560951340489539	0.368353252108627	0.224761079955002	0.640224695702966	0.400097110821788	0.191221990409711	0.310432722215492	0.0904080366650975	0.225502265835541	0.0889915323051729	0.162791082476186	0.334571955897011	0.240997346104066	0.183391651340511	0.151548412461626	0.208280652485513	0.203008735057027	0.459777774598979	0.445897276481754	0.390439896545167	0.644524314358603	0.369685850089299	0.47921634867659	0.517614438303599	0.197671323344605	0.528464942200056	0.288423180159084	0.691424168741784	0.186363021199657	0.264490247945405	0.506095170053158	0.270097605043935	0.23137374122778	0.32488716651853	0.314193901534912	0.374009646366864	0.669220434010999	0.263717937527942	0.296658394511532	0.110904839367832	0.0939009967092349	0.119122413013267	0.552830188093013	0.0950313121690359	0.136419767200592	0.179473290751542	0.310017402475472	0.545793439486356	0.762904769417381	0.681260917458254	0.6047839149142	0.410913778758467	0.27998607530452	0.624216351023458	0.42945996511375	0.809027467525605	0.821435320253124	0.803567387957185	0.80667067490882	0.697436206775243	0.463063518711963	0.656470880760627	0.541078527358255	0.167578417420838	0.28726242097298	0.171975547427516	0.355600058934107
Ciona34	0.722355004305117	0.446802174039268	0.687108601220588	0.809774133255359	0.305175174200545	0.803728343828368	0.519859798495229	0.445340991382876	0.466727469205141	0.449426573016559	0.366499679761658	0.636286503841859	0.701143394621031	0.43317525656491	0.364381833707761	0.674981573680179	0.657908748085522	0.464094927562479	0.818673042536593	0.719864671254834	0.761208558569698	0.551762665731125	0.46576243597407	0.639230178649586	0.763487152992369	0.723719517051949	0.332889477743271	0.702490207458942	0.673032765509556	0.700826551568383	0.665824389669883	0.616726470418368	0.309969590514843	0.368755618781269	0.833005747207711	0.690102790168713	0.699944096457397	0.7580302584783	0.633466837768819	0.54470399769881	0.834798838690509	0.722818752268509	0.278174546500013	0.857430253406865	0.17938264026362	0.231773435789948	0.61232447125595	0.355561423479247	0.340908286127592	0.457958182263612	0.366756162483379	0.813649536978614	0.551669096271457	0.665518383737947	0.713182774171915	0.643025480743607	0.265140923542766	0.308495746652623	0.605794845164615	0.556597238641916	0.739994283217351	0.447894185917457	0.410306779577043	0.22787902338782	0.429378435229838	0.183320956317138	0.272146343009866	0.458997734889616	0.685182569540097	0.352771504016957	0.491560266089116	0.446696035667908	0.259982158073742	0.30229275694536	0.476283997555383	0.32799229163761	0.438117578098719	0.453275983757541	0.418279528970334	0.225188496350289	0.686978938383944	0.659621686511515	0.636090522689169	0.530594373678448	0.419999174599013	0.69849424587486	0.497674363441948	0.356875144201218	0.505618445036977	0.232606483327393	0.423551800193878	0.16166302830055	0.23684313679381	0.347747321691208	0.430118100427323	0.301650512792486	0.226729309403443	0.353418818739954	0.358646220497358	0.619173995990898	0.49800980175096	0.414065098808828	0.691859834921995	0.35937282642785	0.4308123125837	0.590110593980685	0.33731628179752	0.593531108547868	0.467828763205853	0.543611445357117	0.248608990101172	0.296283621407525	0.447365991794	0.374167125157168	0.306700407538193	0.413803092703675	0.405655791955941	0.418248042734707	0.662352064491205	0.364661249289151	0.294765311255783	0.175037731389431	0.13106005063125	0.136772886047228	0.491567573535525	0.141663892107112	0.163115942757463	0.210740338668593	0.3228620474865	0.539541800202417	0.758655067054928	0.638775991638825	0.557321889576679	0.56770766446783	0.237930912309751	0.696808545118403	0.613255894523269	0.81178740236319	0.803567387957185	0.804060001796461	0.788600779954141	0.697943017888671	0.433528391339499	0.645514156549723	0.537911099438056	0.262084408513792	0.28874446302369	0.206027967533441	0.429163154091028
Ciona35	0.789122937675626	0.593077257464536	0.800098046826656	0.774022095692088	0.462880891257662	0.883912847961733	0.571933131277009	0.416828636789894	0.493788307799467	0.450777766341787	0.305199611084445	0.563417734147042	0.851206182586482	0.473409858145394	0.39220850963447	0.747820101085495	0.772605918589679	0.534945772103971	0.859621649856567	0.720557054832952	0.848511539475257	0.564026114897613	0.345122802449448	0.598759667442366	0.746316584586463	0.604960793511521	0.31283448364115	0.679693173530285	0.584362231933532	0.822339140317927	0.709811922194782	0.54430853725635	0.319574910660339	0.427879108170989	0.836921298213309	0.618889926611256	0.545746574926252	0.849804324005337	0.723809030153045	0.572684158510966	0.925527943163167	0.786202533484829	0.422921711148602	0.908547148457154	0.20195864920979	0.332416498588098	0.501632829552426	0.316799628864147	0.307492976226261	0.583838190741609	0.321687940151978	0.799567773214825	0.389702341113027	0.631002689465246	0.652405210659124	0.703644074292842	0.352611821786828	0.328897466475686	0.604601419550869	0.633178635034727	0.818172280351759	0.5139064143221	0.462288543013641	0.424268850089622	0.443096696818717	0.434424030118827	0.353955294109602	0.506650259860126	0.778036409479415	0.34748719334164	0.381814087603997	0.294144784163769	0.396601912476477	0.422670383041423	0.372846151982718	0.255789469681904	0.348520213930308	0.372131512758152	0.308056025708719	0.300923896914975	0.613011568498429	0.500958465369123	0.518359593638149	0.359364712707674	0.222369524874108	0.587544142929126	0.311278211933699	0.210762516057345	0.357970716459914	0.144933730121017	0.201247669453153	0.154395862698476	0.214553809194191	0.311136846456207	0.293371056898831	0.260176417879712	0.16407737147874	0.214429883716706	0.2527384786168	0.43896708929382	0.439179593032262	0.401508448259069	0.714387678548535	0.285267195572087	0.349014208042967	0.483613082788939	0.270448179797195	0.571341670171463	0.32470874762346	0.657427295179172	0.223321203113018	0.223435712893857	0.391187613493682	0.271600007078039	0.255277850325851	0.30913392873357	0.290423209350413	0.384500750411529	0.643882402760379	0.277733965730251	0.279292327653631	0.14742798009813	0.127286125346653	0.134942993354434	0.487362631279384	0.085167183572204	0.211407948434139	0.185215503233683	0.281963052816836	0.514276948852378	0.739053586525825	0.636788821688648	0.547521973761017	0.474863071211868	0.255115839499325	0.665849317546825	0.488045435850884	0.798920949312542	0.80667067490882	0.788600779954141	0.812739667660844	0.690578697703935	0.411288925760716	0.648789428142963	0.545660002061772	0.213239525445188	0.304102082663804	0.200320173052139	0.368139997489014
